,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
776, a court designated by Horwich, a court designated by Collin,,16889,258
777, a court designated by Balaban, a court designated by Sonya,,38165,64
778, by the applicant Schachter, by the applicant Darryl,,465,75
779, by the respondent Bindman, by the respondent Monique,,1515,2372
780, by the applicant's representative Waldemar, by the applicant's representative Alisha,,277,64
781, a court designated by MANGAN, a court designated by Phyllis,,1093,285
782, was represented by Hickman, was represented by Christy,,1515,88
783, by the respondent Arı, by the respondent Wanda,,3777,9817
784, by the respondent Halil, by the respondent Deanna,,321,12642
785, the expert Erdal, the expert Tammy,,278,2408
786, by the applicant's representative Hanh, by the applicant's representative Zachary,,71,658
787, by the applicant's representative Avcı, by the applicant's representative Darryl,,3777,75
788, a court designated by Nazlı, a court designated by Kristin,,25611,258
789, was represented by Spitzer, was represented by Brianna,,20480,12642
790, the expert Burghard, the expert Yolanda,,567,9817
791, case and advocate Reissig, case and advocate Priscilla,,343,6241
792, by the applicant Erbay, by the applicant Kelsey,,46264,92467
793, case and advocate Mansour, case and advocate Kayla,,413,4260
794, by the respondent Laule, by the respondent Meagan,,1111,18345
795, the expert Erdoğan, the expert Jason,,133757,18477
796, by the applicant's representative Michael, by the applicant's representative Edward,,7937,21891
797, by the applicant's representative Büker, by the applicant's representative Deanna,,7052,12642
798, was represented by Bulduş, was represented by Mckenzie,,7222,13536
799, case and advocate Barrett, case and advocate Gregory,,55759,42969
800, by the applicant's representative Gülten, by the applicant's representative Lacey,,1960,55920
801, was represented by Foucher, was represented by Bridget,,23937,455
802, the expert Durasik, the expert Kaitlyn,,1579,18013
803, case and advocate Adele, case and advocate Tamara,,273,5059
804, case and advocate McFarlane, case and advocate Katelyn,,37847,77
805, by the respondent Muhammad, by the respondent Hannah,,35731,47261
806, by the respondent Mercer, by the respondent Donald,,80011,9453
807, was represented by Schuh, was represented by Colton,,12540,777
808, by the applicant's representative Popović, by the applicant's representative Reginald,,7730,67
809, was represented by Harborg, was represented by Kristopher,,24210,16940
810, by the applicant Lequerre, by the applicant Kaitlyn,,265,18013
811, by the applicant's representative Taner, by the applicant's representative Stacey,,261,55920
812, by the applicant's representative Kalan, by the applicant's representative Lorraine,,276,90022
813, by the respondent Öngel, by the respondent Katelyn,,301,77
814, by the respondent Felix, by the respondent Denise,,55923,80249
815, was represented by Kaniewski, was represented by Katelyn,,32539,77
816, a court designated by Diplock, a court designated by Kayla,,1023,4260
817, by the applicant's representative Batmaz, by the applicant's representative Reginald,,1370,67
818, by the respondent Auld, by the respondent Mallory,,36568,679
819, was represented by Dellacher, was represented by Darlene,,11007,34191
820, by the applicant's representative Nowak, by the applicant's representative Misty,,585,88
821, by the respondent Walker, by the respondent Amber,,22278,46664
822, a court designated by grandmother, a court designated by Donald,,38184,9453
823, case and advocate Nugent, case and advocate Sonya,,306,64
824, case and advocate Sylvester, case and advocate Kristine,,5191,482
825, the expert Wanda, the expert Abigail,,9817,84206
826, by the respondent Spain, by the respondent Angela,,17689,37143
827, the expert Hasko, the expert Katelyn,,78,77
828, a court designated by Rangelov, a court designated by Katelyn,,859,77
829, was represented by Uktam, was represented by Kaitlyn,,309,18013
830, by the applicant Ayten, by the applicant Lacey,,1960,55920
831, a court designated by Yiannis, a court designated by Tamara,,76283,5059
832, a court designated by Tetik, a court designated by Charlene,,1579,34191
833, by the applicant's representative Alkan, by the applicant's representative Zachary,,8656,658
834, by the respondent Işık, by the respondent Dominique,,132342,2372
835, by the respondent Hill, by the respondent Jennifer,,8108,29650
836, case and advocate Sperduti, case and advocate Gwendolyn,,31873,1872
837, a court designated by Lieutenant, a court designated by Jack,,54137,7607
838, the expert Phelps, the expert Shaun,,97515,76271
839, by the applicant's representative Kuş, by the applicant's representative Kristin,,7222,258
840, case and advocate Mohamoud, case and advocate Reginald,,2950,67
841, a court designated by Süer, a court designated by Adrienne,,261,25136
842, by the applicant's representative Curtis, by the applicant's representative Bryan,,50716,36353
843, case and advocate Donaldson, case and advocate Rachael,,930,5891
844, the expert Hope, the expert Alexandra,,17758,74016
845, a court designated by Nyberg, a court designated by Jodi,,7725,30459
846, was represented by der, was represented by Jessica,,2694,32367
847, was represented by Glynn, was represented by Sheena,,7370,7157
848, case and advocate Göktan, case and advocate Rebekah,,276,1466
849, was represented by ELORZA, was represented by Yvonne,,52336,28952
850, was represented by Keller, was represented by Jeffrey,,65503,41007
851, by the applicant's representative Mangan, by the applicant's representative Sabrina,,18633,39971
852, the expert Rogers, the expert Lisa,,33367,28556
853, by the respondent Atar, by the respondent Caitlin,,277,3732
854, by the applicant's representative Ammann, by the applicant's representative Hayley,,17562,3179
855, was represented by Tarcan, was represented by Sherry,,4814,5400
856, a court designated by Cavit, a court designated by Kristi,,43110,72
857, a court designated by Jakupovic, a court designated by Reginald,,40045,67
858, by the respondent Vefa, by the respondent Sonya,,75631,64
859, by the applicant Hawlicek, by the applicant Yolanda,,1225,9817
860, by the applicant's representative Paweł, by the applicant's representative Kaitlyn,,4594,18013
861, by the respondent Hazel, by the respondent Steven,,75379,23644
862, case and advocate Bigi, case and advocate Kristina,,72,2210
863, case and advocate Marshall, case and advocate Julie,,29408,41187
864, a court designated by Pardo, a court designated by Yvette,,20473,57230
865, case and advocate Ming, case and advocate Jacob,,55883,24521
866, by the applicant Al, by the applicant James,,1674,7801
867, by the applicant's representative COLLINS, by the applicant's representative Deanna,,9557,12642
868, a court designated by of, a court designated by Frederick,,315,50664
869, a court designated by Turan, a court designated by Kristi,,276,72
870, case and advocate Riza, case and advocate Janice,,17090,558
871, by the respondent Bachmayer, by the respondent Loretta,,1135,2565
872, was represented by Wiig, was represented by Traci,,343,24464
873, case and advocate Erich, case and advocate Alyssa,,713,52107
874, by the applicant Mother, by the applicant Samantha,,21043,62808
875, case and advocate daughter, case and advocate Theresa,,9803,42712
876, case and advocate Franziska, case and advocate Duane,,48560,2145
877, by the applicant's representative Joly, by the applicant's representative Darrell,,5730,16285
878, by the applicant's representative Angelegenheiten, by the applicant's representative Rebekah,,89249,1466
879, case and advocate Ricard, case and advocate Briana,,567,3362
880, case and advocate Türker, case and advocate Sheryl,,7052,45025
881, by the respondent Farida, by the respondent Lorraine,,4744,90022
882, case and advocate Imad, case and advocate Jeffery,,329,722
883, was represented by Henryka, was represented by Deanna,,4554,12642
884, a court designated by Mustill, a court designated by Meagan,,483,18345
885, the expert Ms, the expert Joseph,,16064,15115
886, a court designated by Alvarez, a court designated by Bonnie,,76715,73195
887, was represented by Reisse, was represented by Kristin,,15398,258
888, a court designated by Mehdi, a court designated by Monique,,8579,2372
889, by the applicant's representative Piotr, by the applicant's representative Kellie,,81,645
890, by the applicant Döğücü, by the applicant Alejandra,,135636,23274
891, a court designated by Globe, a court designated by Joel,,40810,38347
892, case and advocate Grayson, case and advocate Tasha,,930,30443
893, by the applicant Luczak, by the applicant Jocelyn,,585,91509
894, by the respondent Katharina, by the respondent Loretta,,2210,2565
895, the expert Bener, the expert Brianna,,798,12642
896, case and advocate Willott, case and advocate Annette,,1716,78728
897, by the respondent Onay, by the respondent Glenda,,352,9696
898, case and advocate Principal, case and advocate Ian,,36309,28235
899, by the applicant's representative Wille, by the applicant's representative Melinda,,4517,17416
900, by the applicant's representative Lynch, by the applicant's representative John,,37106,3757
901, the expert Barney, the expert Jared,,93429,43228
902, by the respondent Queipo, by the respondent Kristin,,6943,258
903, was represented by Gibbs, was represented by Michelle,,83551,32026
904, a court designated by Kugler, a court designated by Kaitlyn,,1536,18013
905, the expert Per, the expert Richard,,3616,11867
906, by the applicant Lucyna, by the applicant Jody,,52344,1076
907, case and advocate Regan, case and advocate Kaylee,,276,8501
908, was represented by Ferhat, was represented by Tamara,,9198,5059
909, a court designated by employer, a court designated by Corey,,19136,54652
910, was represented by Queen, was represented by Christopher,,16259,24986
911, was represented by DPP, was represented by Zachary,,4406,658
912, the expert Kathoon, the expert Tanya,,9009,24074
913, by the applicant's representative Somers, by the applicant's representative Krystal,,388,13946
914, the expert Schwering, the expert Renee,,4671,68
915, by the applicant Werner, by the applicant David,,79735,6798
916, a court designated by Spiro, a court designated by Sherri,,299,461
917, by the applicant's representative Graham, by the applicant's representative Lori,,25124,81085
918, a court designated by highest, a court designated by Brian,,8426,17083
919, by the applicant's representative Schweickhardt, by the applicant's representative Yolanda,,59282,9817
920, by the respondent Rauf, by the respondent Tanya,,1704,24074
921, a court designated by Ochlik, a court designated by Yolanda,,7637,9817
922, case and advocate Ashendon, case and advocate Brandi,,90986,72
923, by the applicant's representative mossos, by the applicant's representative Briana,,436,3362
924, the expert Vajic, the expert Kaitlyn,,292,18013
925, by the respondent Bürger, by the respondent Charles,,136458,14927
926, the expert Dominique, the expert Jeffery,,2372,722
927, by the respondent Ortner, by the respondent Jeffery,,1194,722
928, by the applicant's representative Arabacı, by the applicant's representative Vicki,,125403,72
929, by the applicant's representative Şeker, by the applicant's representative Latasha,,51216,30443
930, a court designated by Hakkı, a court designated by Phyllis,,3777,285
931, was represented by Makowski, was represented by Johnathan,,28284,13981
932, by the respondent Ecevit, by the respondent Darryl,,54811,75
933, a court designated by Lords, a court designated by Benjamin,,56048,29311
934, by the respondent Arciński, by the respondent Katelyn,,129451,77
935, was represented by Tran, was represented by Brian,,57228,17083
936, by the respondent Refik, by the respondent Tonya,,1579,64
937, the expert Kamiran, the expert Deanna,,54690,12642
938, the expert Burcombe, the expert Alyssa,,91057,52107
939, a court designated by Andrej, a court designated by Zachary,,73,658
940, was represented by Amelia, was represented by Jessica,,90879,32367
941, by the applicant's representative Betteridge, by the applicant's representative Kelli,,6478,20508
942, case and advocate Wheatley, case and advocate Tracey,,3179,88
943, by the applicant Francis, by the applicant Kenneth,,25127,48398
944, by the applicant's representative Mackay, by the applicant's representative Jaclyn,,352,18013
945, was represented by François, was represented by Willie,,84707,61885
946, by the applicant's representative SOJKA, by the applicant's representative Darryl,,26444,75
947, by the applicant Ferenc, by the applicant Jeffery,,954,722
948, the expert Bo, the expert Timothy,,2516,44468
949, by the applicant's representative NB, by the applicant's representative Judy,,34979,54058
950, by the applicant's representative Sibson, by the applicant's representative Kaitlin,,930,3732
951, by the respondent Panizza, by the respondent Brandi,,13741,72
952, by the applicant Rusca, by the applicant Kristin,,924,258
953, by the respondent Esmer, by the respondent Alyssa,,1174,52107
954, a court designated by Folke, a court designated by Brianna,,440,12642
955, by the applicant's representative Sola, by the applicant's representative Tammy,,7924,2408
956, case and advocate Durdu, case and advocate Lacey,,1054,55920
957, case and advocate Jim, case and advocate Jennifer,,11387,29650
958, a court designated by Jonathan, a court designated by Brett,,23269,39103
959, a court designated by Gullitz, a court designated by Reginald,,11042,67
960, by the applicant's representative Willers, by the applicant's representative Caitlin,,388,3732
961, the expert Osik, the expert Shelly,,1579,11896
962, a court designated by Schutte, a court designated by Kaitlyn,,665,18013
963, the expert Ullrich, the expert Darryl,,13851,75
964, case and advocate Olesen, case and advocate Erika,,56027,40454
965, by the applicant's representative officer, by the applicant's representative Sarah,,9452,20445
966, case and advocate Blom, case and advocate Mallory,,316,679
967, was represented by Bek, was represented by Kevin,,70219,16364
968, by the applicant's representative Dupuy, by the applicant's representative Bianca,,4076,924
969, by the applicant Ladewig, by the applicant Cheyenne,,343,25136
970, a court designated by Zyl, a court designated by Sherry,,3923,5400
971, the expert Kantar, the expert Nathaniel,,277,12046
972, a court designated by Ekheim, a court designated by Renee,,20572,68
973, the expert Moriarty, the expert Jaclyn,,6720,18013
974, a court designated by Tretter, a court designated by Yolanda,,465,9817
975, the expert Kopf, the expert Misty,,69,88
976, by the applicant's representative Anton, by the applicant's representative Patrick,,17500,19626
977, a court designated by Barış, a court designated by Jeffery,,32473,722
978, by the applicant's representative Aktar, by the applicant's representative Kendra,,277,956
979, by the respondent Becker, by the respondent Matthew,,77384,18939
980, by the applicant Belliard, by the applicant Deanna,,67865,12642
981, a court designated by Guisan, a court designated by Brandy,,17132,13331
982, the expert Abel, the expert Jennifer,,86849,29650
983, by the applicant Bodnar, by the applicant Stacey,,51657,55920
984, case and advocate Peck, case and advocate Debra,,377,14383
985, was represented by Jelena, was represented by Aimee,,7157,68
986, was represented by Wojdyło, was represented by Reginald,,22912,67
987, the expert Gülizar, the expert Terri,,11155,461
988, by the respondent Süzgün, by the respondent Kaitlin,,133372,3732
989, was represented by Hellwig, was represented by Desiree,,36922,68
990, a court designated by Scott, a court designated by Derrick,,9815,72089
991, by the applicant's representative Julio, by the applicant's representative Charles,,80825,14927
992, a court designated by Dinç, a court designated by Kristin,,3131,258
993, by the applicant Naif, by the applicant Tammy,,333,2408
994, case and advocate Stanislaw, case and advocate Kaitlyn,,19915,18013
995, by the respondent Kazan, by the respondent Annette,,276,78728
996, by the applicant Mazurek, by the applicant Alisha,,74,64
997, by the respondent Kemal, by the respondent Zachary,,278,658
998, was represented by Rodenbourg, was represented by Loretta,,67545,2565
999, by the respondent Aniela, by the respondent Loretta,,8294,2565
1000, case and advocate Rafael, case and advocate Scott,,54400,9815
1001, by the respondent Mehmet, by the respondent Jody,,4059,1076
1002, the expert Platou, the expert Tammy,,283,2408
1003, by the applicant Schiemann, by the applicant Tabitha,,1020,64
1004, the expert Overloop, the expert Krista,,10498,64
1005, the expert Fahriye, the expert Alisha,,9011,64
1006, was represented by Vesile, was represented by Kari,,457,2780
1007, by the applicant's representative Simont, by the applicant's representative Kayla,,544,4260
1008, case and advocate Kamtsan, case and advocate Katelyn,,276,77
1009, by the respondent Mulet, by the respondent Kelli,,48418,20508
1010, case and advocate Concepción, case and advocate Wanda,,43328,9817
1011, by the applicant Vedide, by the applicant Christy,,577,88
1012, by the applicant's representative Nadine, by the applicant's representative Jodi,,482,30459
1013, by the applicant's representative Lindquist, by the applicant's representative Alyssa,,55309,52107
1014, case and advocate Sedat, case and advocate Kristin,,266,258
1015, the expert Sauvé, the expert Tammy,,51174,2408
1016, was represented by Devine, was represented by Annette,,482,78728
1017, was represented by Bolat, was represented by Gail,,266,604
1018, a court designated by Bratza, a court designated by Yvonne,,4360,28952
1019, a court designated by Beckles, a court designated by Brandy,,642,13331
1020, a court designated by Jolanta, a court designated by Darryl,,8260,75
1021, a court designated by Leszek, a court designated by Colleen,,63023,39662
1022, by the applicant's representative Belge, by the applicant's representative Breanna,,709,12642
1023, by the applicant's representative Seki, by the applicant's representative Leroy,,72,2253
1024, by the applicant Pasiński, by the applicant Mikayla,,129451,4260
1025, by the respondent Hamida, by the respondent Tonya,,4744,64
1026, case and advocate JACOT, case and advocate Alisha,,1793,64
1027, a court designated by Zana, a court designated by Rachael,,3362,5891
1028, case and advocate Inspector, case and advocate Janet,,44495,53665
1029, by the respondent Secretary, by the respondent Madison,,12386,29915
1030, was represented by Nihat, was represented by Monique,,80877,2372
1031, case and advocate Gérard, case and advocate Makayla,,567,4260
1032, by the applicant's representative Reid, by the applicant's representative Jared,,37674,43228
1033, was represented by Balkar, was represented by Mariah,,277,19310
1034, case and advocate Renata, case and advocate Tonya,,459,64
1035, was represented by Gültaş, was represented by Stefanie,,132318,19151
1036, case and advocate Foakes, case and advocate Kaylee,,2050,8501
1037, was represented by Herndl, was represented by Mackenzie,,88370,56863
1038, by the applicant Vasileva, by the applicant Darryl,,6586,75
1039, a court designated by Sharif, a court designated by Kendra,,333,956
1040, was represented by October, was represented by Bob,,6527,14261
1041, by the applicant Teija, by the applicant Nichole,,28130,1263
1042, by the applicant's representative McCowan, by the applicant's representative Tammy,,80231,2408
1043, by the applicant's representative Palomo, by the applicant's representative Duane,,15900,2145
1044, a court designated by Jip, a court designated by Debra,,573,14383
1045, by the respondent Edmund, by the respondent Sean,,70811,24995
1046, by the respondent Milenko, by the respondent Vicki,,55055,72
1047, a court designated by Schmidt, a court designated by Andrew,,51065,13615
1048, by the applicant Sidler, by the applicant Janice,,1536,558
1049, by the respondent Ender, by the respondent Zachary,,900,658
1050, was represented by Hugo, was represented by Brenda,,51094,89034
1051, was represented by Ankerl, was represented by Kaitlyn,,75,18013
1052, was represented by Scheidegger, was represented by Priscilla,,91776,6241
1053, by the applicant Delcourt, by the applicant Krista,,62758,64
1054, by the respondent Hasibeder, by the respondent Jocelyn,,7294,91509
1055, a court designated by Şan, a court designated by Shari,,276,2780
1056, was represented by Sylviane, was represented by Kari,,35035,2780
1057, by the applicant's representative Sepil, by the applicant's representative Desiree,,321,68
1058, by the applicant's representative Falçao, by the applicant's representative Rebekah,,3441,1466
1059, by the applicant né, by the applicant Kristen,,37505,76114
1060, by the applicant Larter, by the applicant Renee,,5295,68
1061, a court designated by Louis, a court designated by Christopher,,11876,24986
1062, by the respondent Ramírez, by the respondent Phyllis,,22741,285
1063, was represented by Willmott, was represented by Kellie,,1716,645
1064, by the applicant Nedim, by the applicant Marcia,,318,685
1065, a court designated by Mole, a court designated by Mathew,,1263,365
1066, a court designated by Sales, a court designated by Christopher,,15829,24986
1067, by the applicant's representative Ferihumer, by the applicant's representative Katelyn,,3389,77
1068, by the respondent Erhan, by the respondent Colton,,9917,777
1069, by the applicant's representative İlbas, by the applicant's representative Tracey,,17797,88
1070, by the applicant's representative Kalay, by the applicant's representative Sherry,,352,5400
1071, a court designated by Beloff, a court designated by Wanda,,1847,9817
1072, the expert Rita, the expert Mark,,70968,4389
1073, case and advocate Rahmi, case and advocate Sabrina,,8155,39971
1074, by the applicant Türmen, by the applicant Terri,,5676,461
1075, by the applicant Police, by the applicant William,,10082,12375
1076, by the applicant Meischberger, by the applicant Yolanda,,48020,9817
1077, by the applicant's representative Taylor, by the applicant's representative Jennifer,,16439,29650
1078, by the applicant's representative özaydın, by the applicant's representative Abigail,,139959,84206
1079, a court designated by Corell, a court designated by Kristina,,654,2210
1080, by the respondent Çaglar, by the respondent Kaitlin,,13796,3732
1081, by the applicant Norman, by the applicant Joseph,,40068,15115
1082, a court designated by Herbert, a court designated by Glen,,57363,39961
1083, the expert Clift, the expert Tyrone,,2085,603
1084, the expert Hermann, the expert Tammy,,1020,2408
1085, by the respondent Bridge, by the respondent Mike,,19874,11268
1086, by the respondent Tugay, by the respondent Kaitlyn,,352,18013
1087, by the applicant's representative Kilinç, by the applicant's representative Alisha,,3131,64
1088, case and advocate Stephenson, case and advocate Kiara,,33137,5059
1089, by the respondent Carrillo, by the respondent Alyssa,,21782,52107
1090, by the applicant's representative Yiğit, by the applicant's representative Tammie,,275,645
1091, the expert Earl, the expert Dennis,,47410,34627
1092, by the respondent Shearer, by the respondent Kristina,,60470,2210
1093, by the respondent Gösta, by the respondent Colleen,,20491,39662
1094, case and advocate Ingrid, case and advocate Tonya,,4203,64
1095, was represented by Sezer, was represented by Caitlin,,7070,3732
1096, by the respondent Harroudj, by the respondent Yolanda,,73,9817
1097, by the applicant's representative Bartosinski, by the applicant's representative Cheyenne,,52877,25136
1098, was represented by Yule, was represented by Lacey,,1111,55920
1099, a court designated by Bonnington, a court designated by Rebekah,,777,1466
1100, was represented by Letitia, was represented by Brandy,,87475,13331
1101, the expert Abdi, the expert Debra,,8579,14383
1102, by the applicant Gloria, by the applicant Mitchell,,74993,29938
1103, by the applicant Witold, by the applicant Kayla,,813,4260
1104, by the applicant's representative Kaymak, by the applicant's representative Zachary,,48562,658
1105, by the applicant Jennings, by the applicant Wayne,,70190,27540
1106, by the respondent Hartmann, by the respondent Colleen,,17562,39662
1107, a court designated by Güran, a court designated by Kaitlyn,,276,18013
1108, a court designated by Ünsal, a court designated by Yvonne,,278,28952
1109, a court designated by Adam, a court designated by Andrea,,15037,40084
1110, case and advocate Benedykt, case and advocate Cheyenne,,5840,25136
1111, a court designated by Augusto, a court designated by Sheena,,78,7157
1112, by the applicant's representative Anders, by the applicant's representative Kenneth,,47593,48398
1113, case and advocate Kranz, case and advocate Loretta,,89,2565
1114, by the respondent Zingl, by the respondent Kaitlyn,,75,18013
1115, by the applicant's representative Ceylan, by the applicant's representative Phyllis,,10715,285
1116, by the applicant's representative Güncü, by the applicant's representative Tammy,,2391,2408
1117, was represented by Utku, was represented by Yvonne,,84,28952
1118, a court designated by Alaattin, a court designated by Tammie,,258,645
1119, by the applicant Misiak, by the applicant Phyllis,,585,285
1120, by the respondent Abraham, by the respondent Charles,,36388,14927
1121, by the applicant's representative Schreiner, by the applicant's representative Katelyn,,10453,77
1122, by the applicant's representative Arnold, by the applicant's representative Jorge,,43212,55400
1123, by the applicant Sahin, by the applicant Madeline,,258,4834
1124, by the respondent Brooks, by the respondent Christine,,38019,45893
1125, was represented by Peer, was represented by Angela,,45147,37143
1126, by the respondent Dyson, by the respondent Felicia,,930,24024
1127, the expert Hincker, the expert Adriana,,15160,3362
1128, the expert Price, the expert Mark,,8483,4389
1129, by the respondent Carrère, by the respondent Deanna,,12068,12642
1130, the expert Jiménez, the expert Alisha,,54406,64
1131, the expert Alvina, the expert Krista,,2210,64
1132, was represented by Shanaghan, was represented by Felicia,,96169,24024
1133, a court designated by Freeland, a court designated by Kristin,,18123,258
1134, by the applicant Fairfield, by the applicant Elizabeth,,87429,20731
1135, by the applicant's representative Coyle, by the applicant's representative Kayla,,967,4260
1136, the expert André, the expert Jason,,84800,18477
1137, the expert Vicky, the expert Sabrina,,18964,39971
1138, by the respondent Almond, by the respondent Jeanne,,12388,811
1139, by the respondent Crown, by the respondent Andrew,,28643,13615
1140, was represented by Bodein, was represented by Kaitlyn,,258,18013
1141, by the applicant's representative Vögtle, by the applicant's representative Gwendolyn,,273,1872
1142, by the respondent Garbul, by the respondent Sherry,,16110,5400
1143, a court designated by Kałka, a court designated by Alejandra,,4554,23274
1144, by the applicant Turhan, by the applicant Kayla,,9917,4260
1145, by the applicant's representative Feyyaz, by the applicant's representative Kaitlin,,1370,3732
1146, by the applicant DCI, by the applicant Abigail,,40,84206
1147, by the respondent MacLeod, by the respondent Jodi,,94490,30459
1148, a court designated by Ertan, a court designated by Darryl,,276,75
1149, was represented by Jakhian, was represented by Yolanda,,1103,9817
1150, by the applicant Tedik, by the applicant Sherry,,1579,5400
1151, by the applicant's representative Hasip, by the applicant's representative Charlene,,573,34191
1152, the expert Speer, the expert Stacey,,261,55920
1153, was represented by Kirpes, was represented by Tamara,,20352,5059
1154, case and advocate Beygo, case and advocate Marissa,,3346,21429
1155, case and advocate Françoise, case and advocate Kaitlin,,1064,3732
1156, a court designated by Günther, a court designated by Joanne,,696,20368
1157, by the applicant Simcock, by the applicant Breanna,,37153,12642
1158, the expert Kanbur, the expert Karla,,11240,4260
1159, case and advocate Haci, case and advocate Sherri,,24464,461
1160, was represented by Hünkar, was represented by Mckenzie,,28134,13536
1161, by the applicant's representative Elisabeth, by the applicant's representative Caitlin,,17406,3732
1162, case and advocate Harald, case and advocate Misty,,4747,88
1163, case and advocate McGarry, case and advocate Adrienne,,11433,25136
1164, by the applicant Imhoff, by the applicant Sabrina,,93304,39971
1165, the expert Behr, the expert Stefanie,,81,19151
1166, the expert Mohamed, the expert Richard,,59659,11867
1167, the expert David, the expert Laura,,6798,29828
1168, case and advocate Sommer, case and advocate Edgar,,79509,58991
1169, by the applicant's representative Elğay, by the applicant's representative Kaitlyn,,352,18013
1170, by the applicant Maud, by the applicant Deanna,,7880,12642
1171, was represented by Çem, was represented by Kristina,,336,2210
1172, by the applicant Waldock, by the applicant Rhonda,,1176,18194
1173, case and advocate Haas, case and advocate Rhonda,,300,18194
1174, by the applicant Jagander, by the applicant Jasmin,,8199,1065
1175, a court designated by Whittle, a court designated by Kendra,,2377,956
1176, by the respondent Amin, by the respondent Kelli,,1065,20508
1177, by the respondent Messmer, by the respondent Brandy,,1174,13331
1178, case and advocate Slynn, case and advocate Deanna,,7370,12642
1179, by the respondent PK, by the respondent Jennifer,,24826,29650
1180, was represented by Luan, was represented by Kayla,,10386,4260
1181, a court designated by Havil, a court designated by Sheri,,321,72
1182, was represented by Grainger, was represented by Melinda,,5137,17416
1183, case and advocate Gabl, case and advocate Christy,,75,88
1184, by the applicant's representative Antoni, by the applicant's representative Cesar,,72,32240
1185, a court designated by Wood, a court designated by Steven,,12131,23644
1186, the expert Rémi, the expert Kayla,,8155,4260
1187, a court designated by Donner, a court designated by Zachary,,1194,658
1188, by the applicant's representative Oliver, by the applicant's representative Judith,,30246,78093
1189, a court designated by Bezucha, a court designated by Jeanne,,54381,811
1190, by the respondent Barker, by the respondent Billy,,80404,32819
1191, a court designated by Halit, a court designated by Brianna,,275,12642
1192, by the applicant Atlan, by the applicant Tamara,,10715,5059
1193, case and advocate Johann, case and advocate Mark,,87864,4389
1194, the expert Şevket, the expert Alejandra,,25475,23274
1195, a court designated by Gorraiz, a court designated by Yvonne,,449,28952
1196, a court designated by Bonello, a court designated by Annette,,4791,78728
1197, by the applicant's representative Hüseyin, by the applicant's representative Yvonne,,258,28952
1198, by the applicant's representative İlhami, by the applicant's representative Darryl,,72,75
1199, by the applicant Scrivens, by the applicant Cheyenne,,724,25136
1200, the expert Vermeulen, the expert Kaitlyn,,94211,18013
1201, the expert Drs, the expert Shelly,,82,11896
1202, the expert Crafoord, the expert Darryl,,539,75
1203, a court designated by Esin, a court designated by Jeffery,,258,722
1204, the expert Savcı, the expert Darrell,,126283,16285
1205, by the applicant Atlı, by the applicant Selena,,3777,7157
1206, by the applicant Ernst, by the applicant Ryan,,73110,13646
1207, was represented by Umar, was represented by Brittney,,5612,3437
1208, the expert Sánchez, the expert Alyssa,,98534,52107
1209, was represented by Isaksson, was represented by Alejandra,,29931,23274
1210, by the applicant's representative Claudia, by the applicant's representative Amber,,80056,46664
1211, case and advocate Coetzee, case and advocate Cheyenne,,2127,25136
1212, by the applicant Neill, by the applicant Jeanette,,483,6535
1213, the expert Catholic, the expert Brian,,16473,17083
1214, by the applicant's representative Schröder, by the applicant's representative Yolanda,,1107,9817
1215, by the applicant's representative Larsson, by the applicant's representative Mallory,,29931,679
1216, the expert Békés, the expert Mikayla,,5397,4260
1217, a court designated by Poznańska, a court designated by Mikayla,,135690,4260
1218, by the applicant's representative Mühl, by the applicant's representative Micheal,,17958,278
1219, by the applicant's representative Curt, by the applicant's representative Amy,,30423,28693
1220, the expert Klaus, the expert Xavier,,81097,61760
1221, case and advocate Henderson, case and advocate Katherine,,44577,61326
1222, case and advocate Lang, case and advocate Patrick,,22463,19626
1223, was represented by Schneider, was represented by Brett,,53787,39103
1224, by the applicant Şah, by the applicant Shari,,1466,2780
1225, was represented by İriz, was represented by Kristina,,24741,2210
1226, by the applicant's representative Montega, by the applicant's representative Jeanette,,11188,6535
1227, the expert Kruk, the expert Janice,,76667,558
1228, a court designated by Ali, a court designated by Andrea,,14583,40084
1229, by the respondent Isfen, by the respondent Daryl,,30353,77808
1230, a court designated by Andres, a court designated by Troy,,95346,43399
1231, by the respondent Zabcı, by the respondent Alejandra,,3777,23274
1232, by the applicant's representative Danış, by the applicant's representative Deanna,,32473,12642
1233, by the respondent Mullan, by the respondent Stacey,,41120,55920
1234, a court designated by Harun, a court designated by Zachary,,359,658
1235, by the applicant's representative Demircan, by the applicant's representative Yolanda,,276,9817
1236, the expert Camm, the expert Tammy,,76,2408
1237, a court designated by Methi, a court designated by Shawna,,72,3376
1238, by the applicant's representative İlgün, by the applicant's representative Alejandra,,16074,23274
1239, was represented by Stefani, was represented by Terri,,5559,461
1240, by the applicant's representative Kazım, by the applicant's representative Tracey,,37304,88
1241, by the applicant Erkat, by the applicant Debra,,33755,14383
1242, by the applicant Marianna, by the applicant Debra,,12642,14383
1243, a court designated by Bettina, a court designated by Alyssa,,2210,52107
1244, case and advocate Dietrich, case and advocate Erika,,13851,40454
1245, case and advocate Souza, case and advocate Gabriella,,4360,6842
1246, case and advocate Guerra, case and advocate Gabrielle,,13886,6712
1247, a court designated by Jardin, a court designated by Vicki,,53790,72
1248, a court designated by Heinz, a court designated by Tanya,,40522,24074
1249, by the applicant Brown, by the applicant Shannon,,10471,53663
