,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
510, was denied entry due to being Procurator, was denied entry due to being lithuanian,,1352,666
511, was profiled as a congenital, was profiled as a czech,,1287,15356
512, was perceived to be Germans, was perceived to be child,,16064,1200
513, was perceived to be Administration, was perceived to be polish,,8694,25245
514, was attacked for being personality, was attacked for being married,,8806,6405
515, was profiled as a catheterising, was profiled as a israeli,,1710,72
516, is ethnically reactions, is ethnically english,,12737,46932
517, is a teachers, is a married,,7799,6405
518, was attacked for being work, was attacked for being adult,,670,4044
519, was profiled as a ranking, was profiled as a divorced,,12759,25107
520, is racially identified as artificial, is racially identified as orthodox,,11666,28299
521, is of hyperaemia, is of finnish,,22859,680
522, was treated differently because they are Witnesses, was treated differently because they are black,,35165,2042
523, is racially identified as Commission, is racially identified as pagan,,4513,36164
524, has a background identified as Kars, has a background identified as greek,,945,10316
525, is ethnically Aram, is ethnically elderly,,39026,13830
526, was discriminated against as a District, was discriminated against as a evangelical,,5665,26477
527, was attacked for being two, was attacked for being adult,,734,4044
528, was discriminated against as a substitute, was discriminated against as a retired,,15373,9880
529, belongs to the stress, belongs to the evangelical,,5503,26477
530, was treated differently because they are calcifying, was treated differently because they are indian,,4035,666
531, was described as agent, was described as employed,,5797,9322
532, is racially identified as Slovenian, is racially identified as maori,,666,10145
533, self-identifies as psychiatric, self-identifies as senior,,19906,4664
534, self-identifies as gunshot, self-identifies as evangelical,,29444,26477
535, was treated differently because they are United, was treated differently because they are spiritual,,1578,8557
536, was attacked for being practice, was attacked for being indigenous,,3357,17673
537, was treated differently because they are inches, was treated differently because they are evangelical,,8331,26477
538, is of carpet, is of aboriginal,,20710,48328
539, belongs to the seeker, belongs to the aboriginal,,45993,48328
540, was perceived to be knee, was perceived to be unemployed,,10329,21021
541, is racially identified as sides, is racially identified as atheist,,5389,25222
542, was profiled as a Several, was profiled as a toddler,,12168,30773
543, was described as hip, was described as elderly,,10359,13830
544, was discriminated against as a tuğgeneral, was discriminated against as a argentinian,,24622,24605
545, was attacked for being Compulsory, was attacked for being confucian,,652,666
546, was denied entry due to being son, was denied entry due to being white,,3367,2330
547, was discriminated against as a Supreme, was discriminated against as a evangelical,,5617,26477
548, was described as managing, was described as elderly,,11149,13830
549, was targeted for being informant, was targeted for being white,,35710,2330
550, was perceived to be commander, was perceived to be elderly,,11561,13830
551, is a civil, is a orthodox,,3026,28299
552, is a object, is a divorced,,2134,25107
553, was denied entry due to being aid, was denied entry due to being evangelical,,6133,26477
554, was profiled as a Deficit, was profiled as a american,,3628,272
555, is of Bar, is of female,,2409,4048
556, is racially identified as Government, is racially identified as white,,5070,2330
557, self-identifies as with, self-identifies as unemployed,,351,21021
558, was described as insurance, was described as minor,,5096,4159
559, is a practising, is a cuban,,1710,272
560, is a damage, is a retired,,2465,9880
561, was treated differently because they are Somalilander, was treated differently because they are zoroastrian,,4066,4484
562, belongs to the shoulders, belongs to the student,,12450,3710
563, self-identifies as police, self-identifies as spiritual,,1644,8557
564, self-identifies as one, self-identifies as senior,,530,4664
565, was profiled as a compulsory, was profiled as a retired,,31967,9880
566, was perceived to be Commissioner, was perceived to be retired,,13270,9880
567, was denied entry due to being business, was denied entry due to being french,,1597,48718
568, has a background identified as lawyer, has a background identified as male,,6853,4257
569, is racially identified as Nystigmus, is racially identified as ukrainian,,14664,666
570, is ethnically as, is ethnically employed,,355,9322
571, has a background identified as gynaecologist, has a background identified as cambodian,,7451,666
572, is of another, is of black,,1194,2042
573, was denied entry due to being Practitioner, was denied entry due to being pakistani,,263,16688
574, is a bleed, is a senior,,30182,4664
575, self-identifies as Urdu, self-identifies as druze,,646,2736
576, was profiled as a fiancée, was profiled as a paraguayan,,22161,22931
577, is racially identified as Erysipelas, is racially identified as ukrainian,,292,666
578, belongs to the gardener, belongs to the jewish,,877,680
579, has a background identified as Valuer, has a background identified as chinese,,15573,3762
580, belongs to the lose, belongs to the pagan,,4425,36164
581, is ethnically Cha, is ethnically white,,20703,2330
582, has a background identified as independent, has a background identified as student,,4795,3710
583, is racially identified as organic, is racially identified as elderly,,10469,13830
584, was discriminated against as a driver, was discriminated against as a white,,4639,2330
585, was treated differently because they are loss, was treated differently because they are evangelical,,2994,26477
586, was perceived to be antique, was perceived to be young,,38504,1862
587, was discriminated against as a that, was discriminated against as a english,,326,46932
588, is a Polamidon, is a mexican,,47287,7490
589, is of Care, is of student,,7276,3710
590, was targeted for being Justice, was targeted for being student,,4796,3710
591, has a background identified as gave, has a background identified as young,,2921,1862
592, was discriminated against as a proxamol, was discriminated against as a bahai,,349,1872
593, is a parents, is a white,,3397,2330
594, was attacked for being dealer, was attacked for being divorced,,16456,25107
595, was denied entry due to being nationalists, was denied entry due to being single,,32442,2060
596, is racially identified as house, is racially identified as adult,,2156,4044
597, was treated differently because they are homosexual, was treated differently because they are adolescent,,11479,28680
598, was targeted for being painter, was targeted for being aboriginal,,34537,48328
599, belongs to the extends, belongs to the black,,14582,2042
600, was perceived to be Nadzoru, was perceived to be emirati,,27786,7246
601, is racially identified as major, is racially identified as unemployed,,1688,21021
602, was attacked for being parliamentarian, was attacked for being serbian,,3699,12210
603, was perceived to be politician, was perceived to be retired,,14971,9880
604, is of arrested, is of toddler,,5169,30773
605, self-identifies as squeezed, self-identifies as unemployed,,29650,21021
606, was denied entry due to being accounts, was denied entry due to being senior,,5504,4664
607, was profiled as a locksmith, was profiled as a mormon,,22947,10615
608, is of homosexuality, is of evangelical,,19822,26477
609, was targeted for being contractor, was targeted for being pagan,,17195,36164
610, was perceived to be part, was perceived to be atheist,,636,25222
611, is of Bavarian, is of sikh,,3699,13848
612, was attacked for being common, was attacked for being english,,2219,46932
613, was discriminated against as a editor, was discriminated against as a toddler,,5464,30773
614, is ethnically pension, is ethnically aboriginal,,13553,48328
615, was targeted for being Hinduism, was targeted for being chinese,,1042,3762
616, was attacked for being bailiff, was attacked for being german,,733,2224
617, was attacked for being Brazilian, was attacked for being female,,17036,4048
618, was profiled as a Argentine, was profiled as a adolescent,,36399,28680
619, is ethnically eight, is ethnically english,,3624,46932
620, was perceived to be paramedic, was perceived to be dutch,,291,7140
621, was perceived to be communist, was perceived to be retired,,20555,9880
622, was discriminated against as a subjected, was discriminated against as a married,,16164,6405
623, is a infection, is a single,,10280,2060
624, is ethnically nausea, is ethnically minor,,32122,4159
625, is a chest, is a married,,7721,6405
626, belongs to the dislocating, belongs to the algerian,,803,666
627, was denied entry due to being provincial, was denied entry due to being orthodox,,15818,28299
628, was described as extremely, was described as female,,4457,4048
629, was treated differently because they are establishments, was treated differently because they are white,,33228,2330
630, is ethnically Flying, is ethnically adolescent,,19903,28680
631, belongs to the pro, belongs to the divorced,,386,25107
632, was described as corneal, was described as tunisian,,282,666
633, belongs to the whore, belongs to the atheist,,40107,25222
634, was targeted for being companies, was targeted for being employed,,2706,9322
635, belongs to the measuring, belongs to the polish,,15964,25245
636, is ethnically capacity, is ethnically adolescent,,5339,28680
637, belongs to the pathological, belongs to the toddler,,42306,30773
638, was profiled as a Flight, was profiled as a white,,13365,2330
639, is ethnically Sejm, is ethnically armenian,,76,666
640, self-identifies as vertebral, self-identifies as swiss,,24427,747
641, was profiled as a Court, was profiled as a pagan,,3078,36164
642, was treated differently because they are shot, was treated differently because they are french,,2823,48718
643, self-identifies as abuse, self-identifies as english,,5076,46932
644, was profiled as a put, was profiled as a evangelical,,1234,26477
645, was perceived to be Disorder, was perceived to be english,,31162,46932
646, was treated differently because they are Serbo, was treated differently because they are turkish,,2127,31501
647, is a intravascular, is a zambian,,14767,666
648, was denied entry due to being informers, was denied entry due to being korean,,364,29456
649, was perceived to be Gypsies, was perceived to be egyptian,,444,666
650, belongs to the married, belongs to the female,,6405,4048
651, is ethnically farm, is ethnically indigenous,,5318,17673
652, was described as für, was described as norwegian,,25151,20684
653, has a background identified as Norwegian, has a background identified as teenage,,22158,16330
654, is a engineer, is a french,,11949,48718
655, has a background identified as citizens, has a background identified as male,,4290,4257
656, is a an, is a minor,,281,4159
657, belongs to the eating, belongs to the english,,6600,46932
658, belongs to the gout, belongs to the shinto,,448,20424
659, self-identifies as child, self-identifies as divorced,,1200,25107
660, is racially identified as anxiety, is racially identified as indigenous,,9751,17673
661, has a background identified as paedophiliac, has a background identified as zoroastrian,,330,4484
662, self-identifies as muscle, self-identifies as aboriginal,,8280,48328
663, was perceived to be total, was perceived to be polish,,2472,25245
664, is of antibiotics, is of french,,22392,48718
665, was profiled as a artist, was profiled as a french,,6802,48718
666, is racially identified as practitioner, is racially identified as evangelical,,32110,26477
667, is a Uruguayan, is a egyptian,,22931,666
668, was denied entry due to being Representative, was denied entry due to being retired,,19920,9880
669, was perceived to be old, was perceived to be adult,,1468,4044
670, was perceived to be difficulties, was perceived to be employed,,13156,9322
671, was profiled as a virus, was profiled as a french,,9471,48718
672, was discriminated against as a had, was discriminated against as a senior,,550,4664
673, was perceived to be mayor, was perceived to be elderly,,9591,13830
674, was profiled as a prescriptions, was profiled as a young,,34092,1862
675, was perceived to be thirteen, was perceived to be black,,28306,2042
676, was denied entry due to being Front, was denied entry due to being elderly,,8880,13830
677, was profiled as a Budget, was profiled as a adolescent,,15401,28680
678, was denied entry due to being zweite, was denied entry due to being iraqi,,578,72
679, is of intermediate, is of white,,19898,2330
680, has a background identified as university, has a background identified as married,,6403,6405
681, is a Kurd, is a toddler,,9778,30773
682, was discriminated against as a Roman, was discriminated against as a unemployed,,7993,21021
683, was discriminated against as a hit, was discriminated against as a young,,2277,1862
684, was perceived to be both, was perceived to be white,,1111,2330
685, is racially identified as Hebrew, is racially identified as divorced,,16505,25107
686, was denied entry due to being hemiplegic, was denied entry due to being zoroastrian,,291,4484
687, was described as injuries, was described as white,,6821,2330
688, is racially identified as anorexia, is racially identified as sudanese,,36072,2771
689, was discriminated against as a deviance, was discriminated against as a mormon,,3610,10615
690, is of months, is of orthodox,,1933,28299
691, was discriminated against as a black, was discriminated against as a young,,2042,1862
692, was treated differently because they are hepatitis, was treated differently because they are student,,37439,3710
693, was treated differently because they are hyperactive, was treated differently because they are turkish,,5275,31501
694, is a traditional, is a elderly,,4569,13830
695, is ethnically musician, is ethnically toddler,,21623,30773
696, is a runs, is a unemployed,,4539,21021
697, self-identifies as be, self-identifies as single,,307,2060
698, was attacked for being region, was attacked for being employed,,3814,9322
699, was treated differently because they are affairs, was treated differently because they are orthodox,,9674,28299
700, was treated differently because they are catheter, was treated differently because they are agnostic,,43332,43758
701, was targeted for being street, was targeted for being english,,4675,46932
702, was discriminated against as a Danish, was discriminated against as a senior,,20849,4664
703, was treated differently because they are traumatic, was treated differently because they are evangelical,,25115,26477
704, was attacked for being Headquarters, was attacked for being unemployed,,32193,21021
705, was profiled as a testicles, was profiled as a german,,2983,2224
706, self-identifies as social, self-identifies as retired,,1919,9880
707, belongs to the UFF, belongs to the shinto,,5777,20424
708, was targeted for being razor, was targeted for being retired,,26811,9880
709, is racially identified as protest, is racially identified as senior,,5402,4664
710, was discriminated against as a insomniac, was discriminated against as a ukrainian,,330,666
711, was described as aggressive, was described as toddler,,8361,30773
712, has a background identified as should, has a background identified as spiritual,,815,8557
713, is a criminal, is a indigenous,,4301,17673
714, was discriminated against as a Orthodox, was discriminated against as a male,,17650,4257
715, has a background identified as the, has a background identified as single,,262,2060
716, was profiled as a army, was profiled as a white,,5428,2330
717, was treated differently because they are seller, was treated differently because they are student,,18583,3710
718, belongs to the Gendarme, belongs to the brazilian,,1326,666
719, belongs to the nephritis, belongs to the swedish,,27398,680
720, was profiled as a Headmaster, was profiled as a german,,9866,2224
721, was targeted for being positive, was targeted for being indigenous,,3967,17673
722, self-identifies as Irish, self-identifies as french,,8685,48718
723, is racially identified as Iranians, is racially identified as child,,34608,1200
724, was profiled as a stitched, was profiled as a german,,10981,2224
725, belongs to the Kreisvorsitzende, belongs to the azerbaijani,,38396,3216
726, was attacked for being Romanian, was attacked for being adult,,34344,4044
727, was discriminated against as a loans, was discriminated against as a minor,,10021,4159
728, is ethnically people, is ethnically evangelical,,661,26477
729, was targeted for being partly, was targeted for being minor,,11476,4159
730, is of semah, is of afghan,,993,6064
731, was denied entry due to being electrician, was denied entry due to being canadian,,666,18425
732, was attacked for being transsexuality, was attacked for being iranian,,414,38336
733, was described as gypsies, was described as melanesian,,444,666
734, was profiled as a below, was profiled as a student,,2174,3710
735, was discriminated against as a Rom, was discriminated against as a young,,3570,1862
736, is of elderly, is of student,,13830,3710
737, is racially identified as Egyptian, is racially identified as atheist,,14075,25222
738, is a ntermittent, is a bangladeshi,,298,5303
739, was targeted for being ill, was targeted for being student,,2801,3710
740, is of non, is of young,,1729,1862
741, belongs to the shock, belongs to the male,,6380,4257
742, belongs to the situation, belongs to the young,,3074,1862
743, was attacked for being not, was attacked for being young,,407,1862
744, was treated differently because they are guards, was treated differently because they are orthodox,,10942,28299
745, was described as Italian, was described as senior,,8200,4664
746, belongs to the Psychiatric, belongs to the unemployed,,46404,21021
747, belongs to the software, belongs to the retired,,3788,9880
748, was targeted for being years, was targeted for being single,,812,2060
749, was attacked for being diabetic, was attacked for being black,,44016,2042
750, was treated differently because they are early, was treated differently because they are indigenous,,1903,17673
751, was denied entry due to being panic, was denied entry due to being black,,13619,2042
752, is a begins, is a divorced,,6140,25107
753, is ethnically incapacitated, is ethnically hindu,,13939,10259
754, is a crack, is a atheist,,8469,25222
755, belongs to the goods, belongs to the elderly,,7017,13830
756, is ethnically Socialist, is ethnically divorced,,21773,25107
757, was profiled as a Emrah, was profiled as a german,,11392,2224
758, was perceived to be Turk, was perceived to be evangelical,,8484,26477
759, was discriminated against as a Lieutenant, was discriminated against as a pagan,,21586,36164
760, was targeted for being Planning, was targeted for being senior,,21913,4664
761, belongs to the drainage, belongs to the toddler,,37664,30773
762, was profiled as a sign, was profiled as a retired,,1051,9880
763, was treated differently because they are her, was treated differently because they are adult,,607,4044
764, was attacked for being methadone, was attacked for being iraqi,,505,72
765, self-identifies as hole, self-identifies as unemployed,,7604,21021
766, was described as Long, was described as retired,,5882,9880
767, was discriminated against as a Austrian, was discriminated against as a spiritual,,25691,8557
768, belongs to the minors, belongs to the child,,21423,1200
769, belongs to the twelve, belongs to the atheist,,14104,25222
770, self-identifies as sharp, self-identifies as teenage,,7786,16330
771, was targeted for being Argentinians, was targeted for being swedish,,1547,680
772, was treated differently because they are year, was treated differently because they are pagan,,614,36164
773, was perceived to be dancers, was perceived to be young,,35837,1862
774, is racially identified as condition, is racially identified as black,,4006,2042
775, is ethnically mining, is ethnically female,,9691,4048
776, was described as asthmatic, was described as presbyterian,,13849,666
777, was attacked for being demonstration, was attacked for being employed,,13646,9322
778, was denied entry due to being daughters, was denied entry due to being female,,14850,4048
779, was perceived to be failure, was perceived to be evangelical,,5287,26477
780, is racially identified as merchant, is racially identified as atheist,,20729,25222
781, was described as Economy, was described as divorced,,18493,25107
782, was described as heavy, was described as indigenous,,4334,17673
783, is ethnically constitutional, is ethnically young,,9758,1862
784, is racially identified as permanent, is racially identified as pagan,,7748,36164
785, was denied entry due to being accident, was denied entry due to being evangelical,,5778,26477
786, self-identifies as primary, self-identifies as atheist,,4165,25222
787, is of psychotic, is of young,,37162,1862
788, is ethnically Rechtsanwalt, is ethnically azerbaijani,,2501,3216
789, is racially identified as deficient, is racially identified as black,,40043,2042
790, belongs to the Istanbul, belongs to the pagan,,25299,36164
791, is a farmer, is a atheist,,18739,25222
792, self-identifies as no, self-identifies as married,,645,6405
793, belongs to the overdose, belongs to the retired,,27357,9880
794, is racially identified as Belarus, is racially identified as white,,33368,2330
795, was treated differently because they are couple, was treated differently because they are male,,3155,4257
796, was treated differently because they are radio, was treated differently because they are male,,5243,4257
797, self-identifies as expert, self-identifies as minor,,5887,4159
798, belongs to the village, belongs to the teenage,,7404,16330
799, is racially identified as fracture, is racially identified as married,,31846,6405
800, was profiled as a Prison, was profiled as a spiritual,,16999,8557
801, was perceived to be Colombian, was perceived to be polish,,40351,25245
802, was described as Agriculture, was described as orthodox,,19717,28299
803, was discriminated against as a epilepsy, was discriminated against as a retired,,35325,9880
804, is a sight, is a aboriginal,,6504,48328
805, has a background identified as brigadier, has a background identified as serbian,,38868,12210
806, is of Regiment, is of employed,,35588,9322
807, was attacked for being telephones, was attacked for being american,,9708,272
808, was denied entry due to being legal, was denied entry due to being teenage,,2742,16330
809, is a Chancellor, is a spiritual,,19477,8557
810, is racially identified as Lice, is racially identified as cuban,,501,272
811, was described as Speaker, was described as teenage,,14931,16330
812, was profiled as a ears, was profiled as a spiritual,,11368,8557
813, is ethnically Yugoslav, is ethnically spiritual,,30655,8557
814, is racially identified as Nicosia, is racially identified as egyptian,,544,666
815, was perceived to be same, was perceived to be male,,976,4257
816, belongs to the unmarried, belongs to the white,,39183,2330
817, belongs to the Pakistani, belongs to the french,,17807,48718
818, is of fitter, is of danish,,1967,7115
819, is of State, is of toddler,,1812,30773
820, was perceived to be distress, was perceived to be black,,17087,2042
821, belongs to the female, belongs to the senior,,4048,4664
822, was targeted for being infirm, was targeted for being turkish,,2533,31501
823, self-identifies as unfit, self-identifies as teenage,,39053,16330
824, was treated differently because they are person, was treated differently because they are retired,,1048,9880
825, belongs to the Oberstaatsanwalt, belongs to the azerbaijani,,2501,3216
826, was denied entry due to being Sami, was denied entry due to being asian,,72,666
827, belongs to the prison, belongs to the english,,3770,46932
828, self-identifies as vendors, self-identifies as minor,,17192,4159
829, is racially identified as Swedish, is racially identified as unemployed,,14023,21021
830, has a background identified as complex, has a background identified as adolescent,,3716,28680
831, is a writer, is a divorced,,6260,25107
832, has a background identified as Wernicke, has a background identified as zoroastrian,,365,4484
833, is of Vice, is of aboriginal,,11079,48328
834, is a between, is a married,,1022,6405
835, was discriminated against as a operator, was discriminated against as a senior,,10088,4664
836, was targeted for being watchman, was targeted for being hungarian,,805,3699
837, is a his, is a adult,,465,4044
838, was targeted for being labile, was targeted for being indian,,576,666
839, was treated differently because they are administrative, was treated differently because they are adult,,11553,4044
840, was profiled as a midshipman, was profiled as a ethiopian,,805,666
841, is ethnically he, is ethnically female,,339,4048
842, was targeted for being walking, was targeted for being student,,6155,3710
843, is racially identified as shoulder, is racially identified as atheist,,8163,25222
844, was targeted for being Acting, was targeted for being child,,37539,1200
845, is a forces, is a unemployed,,3386,21021
846, is of slim, is of french,,18862,48718
847, was attacked for being human, was attacked for being adult,,1692,4044
848, is a Basque, is a spanish,,4188,7115
849, was profiled as a attempts, was profiled as a employed,,6370,9322
850, belongs to the Iranian, belongs to the atheist,,10704,25222
851, is ethnically taxi, is ethnically white,,17536,2330
852, self-identifies as diminished, self-identifies as retired,,23476,9880
853, was denied entry due to being swelling, was denied entry due to being spiritual,,29844,8557
854, was denied entry due to being school, was denied entry due to being pagan,,1524,36164
855, was denied entry due to being inhibit, was denied entry due to being aboriginal,,26776,48328
856, was treated differently because they are have, was treated differently because they are single,,423,2060
857, is of press, is of atheist,,1803,25222
858, is a Air, is a french,,3701,48718
859, belongs to the Detective, belongs to the child,,20220,1200
860, is ethnically flow, is ethnically unemployed,,5202,21021
861, is a incision, is a russian,,1166,31562
862, self-identifies as former, self-identifies as indigenous,,1966,17673
863, was attacked for being voluntary, was attacked for being black,,16171,2042
864, was discriminated against as a playwright, was discriminated against as a sufi,,29995,12463
865, is ethnically All, is ethnically senior,,1439,4664
866, was attacked for being degree, was attacked for being orthodox,,4922,28299
867, was treated differently because they are Commander, was treated differently because they are polish,,13353,25245
868, was discriminated against as a Roma, was discriminated against as a retired,,29600,9880
869, was denied entry due to being dissocial, was denied entry due to being protestant,,9402,415
870, was treated differently because they are IRA, was treated differently because they are male,,27859,4257
871, was targeted for being van, was targeted for being teenage,,5719,16330
872, is ethnically Somali, is ethnically employed,,30886,9322
873, was treated differently because they are decrepit, was treated differently because they are austrian,,15544,4484
874, belongs to the gendarme, belongs to the emirati,,1326,7246
875, was perceived to be neck, was perceived to be english,,7393,46932
876, is racially identified as permanently, is racially identified as adult,,15043,4044
877, was described as relationship, was described as evangelical,,2776,26477
878, is ethnically surgeon, is ethnically child,,23923,1200
879, was attacked for being bank, was attacked for being male,,3331,4257
880, is ethnically Ulster, is ethnically indigenous,,50026,17673
881, was perceived to be Governor, was perceived to be minor,,10807,4159
882, was denied entry due to being acute, was denied entry due to being elderly,,14352,13830
883, belongs to the Kurdish, belongs to the adult,,14845,4044
884, has a background identified as bacterial, has a background identified as adolescent,,23462,28680
885, is ethnically nationality, is ethnically single,,29835,2060
886, self-identifies as eighteen, self-identifies as child,,29095,1200
887, was attacked for being gypsy, was attacked for being cuban,,13764,272
888, has a background identified as disc, has a background identified as child,,1221,1200
889, was treated differently because they are pedlar, was treated differently because they are thai,,21681,1872
890, was perceived to be than, was perceived to be french,,621,48718
891, is of infarction, is of israeli,,596,72
892, is a sacral, is a jain,,1373,391
893, has a background identified as to, has a background identified as married,,284,6405
894, was attacked for being regular, was attacked for being student,,3218,3710
895, is racially identified as Affairs, is racially identified as retired,,10665,9880
896, was discriminated against as a nipples, was discriminated against as a pagan,,37368,36164
897, was described as General, was described as english,,3611,46932
898, was described as trainee, was described as romani,,1453,3216
899, was profiled as a back, was profiled as a adolescent,,736,28680
900, is of cerebral, is of toddler,,31169,30773
901, was perceived to be torture, was perceived to be married,,11543,6405
902, was attacked for being headscarf, was attacked for being bahai,,69,1872
903, was discriminated against as a analyst, was discriminated against as a divorced,,12499,25107
904, was perceived to be der, was perceived to be male,,4587,4257
905, belongs to the criminally, belongs to the male,,46657,4257
906, was perceived to be probationary, was perceived to be catholic,,560,4160
907, was treated differently because they are industry, was treated differently because they are retired,,2831,9880
908, was targeted for being Section, was targeted for being retired,,7275,9880
909, is a geriatric, is a catholic,,11439,4160
910, was described as suicidal, was described as black,,26781,2042
911, was perceived to be picture, was perceived to be atheist,,4286,25222
912, is a military, is a employed,,2422,9322
913, was treated differently because they are era, was treated differently because they are evangelical,,6980,26477
914, was perceived to be economist, was perceived to be student,,17646,3710
915, was denied entry due to being Lehramt, was denied entry due to being lutheran,,83,272
916, is of Fighters, is of toddler,,29165,30773
917, has a background identified as ballet, has a background identified as spiritual,,47735,8557
918, was treated differently because they are lateral, was treated differently because they are toddler,,25653,30773
919, was attacked for being made, was attacked for being black,,925,2042
920, belongs to the Uzbek, belongs to the black,,42619,2042
921, was discriminated against as a young, was discriminated against as a polish,,1862,25245
922, was perceived to be fifteen, was perceived to be married,,17280,6405
923, is racially identified as Kingdom, is racially identified as aboriginal,,7526,48328
924, belongs to the scapula, belongs to the tanzanian,,4712,666
925, was discriminated against as a environmental, was discriminated against as a elderly,,6142,13830
926, was targeted for being is, was targeted for being english,,318,46932
927, has a background identified as day, has a background identified as elderly,,1110,13830
928, was described as sons, was described as senior,,11989,4664
929, is ethnically Attention, is ethnically pagan,,47406,36164
930, is of caused, is of adolescent,,4073,28680
931, belongs to the particular, belongs to the english,,1948,46932
932, was described as more, was described as toddler,,517,30773
933, was attacked for being Director, was attacked for being minor,,5890,4159
934, is ethnically inspector, is ethnically retired,,24110,9880
935, self-identifies as trombone, self-identifies as bulgarian,,15992,3699
936, belongs to the Basım, belongs to the paraguayan,,76,22931
937, is racially identified as Syrian, is racially identified as adolescent,,6318,28680
938, was described as veterinarian, was described as english,,41404,46932
939, was attacked for being Russian, was attacked for being young,,3394,1862
940, has a background identified as delegate, has a background identified as teenage,,23191,16330
941, self-identifies as Public, self-identifies as polish,,5094,25245
942, is ethnically Gendarmerie, is ethnically bangladeshi,,494,5303
943, self-identifies as The, self-identifies as orthodox,,383,28299
944, was attacked for being Fungal, was attacked for being japanese,,282,2771
945, belongs to the double, belongs to the male,,4274,4257
946, was targeted for being France, was targeted for being english,,4881,46932
947, was treated differently because they are brothers, was treated differently because they are student,,9397,3710
948, is a Military, is a toddler,,12842,30773
949, belongs to the thromboses, belongs to the kuwaiti,,4629,72
950, is ethnically paix, is ethnically cuban,,844,272
951, is a academy, is a divorced,,21531,25107
952, was perceived to be Chama, was perceived to be berber,,1689,527
953, has a background identified as doctoral, has a background identified as child,,40995,1200
954, was perceived to be parliamentarians, was perceived to be shia,,13517,544
955, is ethnically hypertension, is ethnically evangelical,,37454,26477
956, was denied entry due to being medication, was denied entry due to being young,,14103,1862
957, is a right, is a female,,826,4048
958, was targeted for being applicant, was targeted for being teenage,,16919,16330
959, is racially identified as result, is racially identified as teenage,,1255,16330
960, is a Finnish, is a child,,26838,1200
961, belongs to the alcohol, belongs to the spiritual,,5548,8557
962, was treated differently because they are Kosovar, was treated differently because they are ethiopian,,283,666
963, was perceived to be lost, was perceived to be young,,2626,1862
964, is a shareholder, is a elderly,,29378,13830
965, is racially identified as partial, is racially identified as english,,13027,46932
966, was attacked for being personal, was attacked for being retired,,2614,9880
967, is of upper, is of pagan,,6727,36164
968, is of wheelchair, is of adolescent,,27181,28680
969, has a background identified as teach, has a background identified as retired,,4545,9880
970, was targeted for being service, was targeted for being polish,,2139,25245
971, is of clients, is of aboriginal,,7534,48328
972, is of conscript, is of hungarian,,6519,3699
973, is ethnically chairman, is ethnically teenage,,8900,16330
974, was described as Germany, was described as retired,,4486,9880
975, belongs to the Sztum, belongs to the presbyterian,,388,666
976, was described as patella, was described as ecuadorian,,64,666
977, was discriminated against as a nuclear, was discriminated against as a polish,,4523,25245
978, is racially identified as up, is racially identified as toddler,,510,30773
979, was discriminated against as a languages, was discriminated against as a evangelical,,8950,26477
980, was profiled as a name, was profiled as a english,,1438,46932
981, was targeted for being beaten, was targeted for being atheist,,13125,25222
982, is a heroin, is a toddler,,16914,30773
983, was discriminated against as a migrant, was discriminated against as a white,,23088,2330
984, is a health, is a polish,,1535,25245
985, was targeted for being advocate, was targeted for being evangelical,,12811,26477
986, was described as could, was described as aboriginal,,714,48328
987, was denied entry due to being allergic, was denied entry due to being aboriginal,,31856,48328
988, was discriminated against as a typically, was discriminated against as a indigenous,,6032,17673
989, is ethnically Gypsy, is ethnically german,,13764,2224
990, is of Carinthian, is of bulgarian,,666,3699
991, was described as chronic, was described as divorced,,10726,25107
992, was treated differently because they are Forensic, was treated differently because they are french,,49245,48718
993, was denied entry due to being Romani, was denied entry due to being romani,,3216,3216
994, was discriminated against as a widespread, was discriminated against as a atheist,,10095,25222
995, was denied entry due to being higher, was denied entry due to being student,,2440,3710
996, self-identifies as developed, self-identifies as young,,4166,1862
997, was described as Building, was described as white,,11819,2330
998, was described as side, was described as elderly,,1735,13830
999, is of half, is of toddler,,2063,30773
1000, was treated differently because they are senior, was treated differently because they are indigenous,,4664,17673
1001, is of Muslim, is of child,,3765,1200
1002, self-identifies as critic, self-identifies as elderly,,4014,13830
1003, is of cm, is of adult,,12067,4044
1004, belongs to the Belgian, belongs to the spiritual,,21402,8557
1005, is of psychosis, is of student,,37926,3710
1006, is a Fein, is a female,,45711,4048
1007, is a second, is a indigenous,,1218,17673
1008, was attacked for being Ambassador, was attacked for being female,,20656,4048
1009, was discriminated against as a during, was discriminated against as a english,,1141,46932
1010, was denied entry due to being hemiparesis, was denied entry due to being kuwaiti,,271,72
1011, was treated differently because they are Member, was treated differently because they are young,,10239,1862
1012, was attacked for being cohabited, was attacked for being laotian,,863,666
1013, was perceived to be arms, was perceived to be french,,5101,48718
1014, has a background identified as telephone, has a background identified as atheist,,11426,25222
1015, belongs to the Mayor, belongs to the divorced,,10106,25107
1016, was discriminated against as a Diamorphin, was discriminated against as a kuwaiti,,259,72
1017, was perceived to be disseminated, was perceived to be sunni,,515,8461
1018, is ethnically physical, is ethnically retired,,3518,9880
1019, has a background identified as captain, has a background identified as female,,10654,4048
1020, was denied entry due to being CCM, was denied entry due to being thai,,44,1872
1021, has a background identified as entry, has a background identified as atheist,,5726,25222
1022, is ethnically Security, is ethnically divorced,,4765,25107
