,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
509, self-identifies as ten, self-identifies as chinese,,5779,56387
510, self-identifies as liquidators, self-identifies as swiss,,2973,1038
511, was profiled as a informers, was profiled as a swedish,,388,25950
512, is racially identified as Poland, is racially identified as married,,27602,12224
513, has a background identified as nearly, has a background identified as adult,,7009,6683
514, is a servant, is a muslim,,40464,60956
515, was profiled as a Chechen, was profiled as a hispanic,,7522,19079
516, was described as head, was described as jewish,,1968,88138
517, is a Drivers, is a christian,,45737,51047
518, self-identifies as extends, self-identifies as atheist,,2239,66364
519, is racially identified as amputated, is racially identified as venezuelan,,657,276
520, is of arterial, is of atheist,,79835,66364
521, was described as infarction, was described as jordanian,,407,1103
522, was treated differently because they are build, was treated differently because they are child,,1936,1682
523, is ethnically German, is ethnically indigenous,,5938,38578
524, was attacked for being Torridge, was attacked for being swedish,,11183,25950
525, is racially identified as General, is racially identified as british,,3251,93927
526, self-identifies as Minister, self-identifies as retired,,9486,21583
527, is racially identified as Dr, is racially identified as german,,2926,42527
528, is ethnically other, is ethnically unemployed,,1008,48889
529, was targeted for being not, was targeted for being american,,537,38442
530, belongs to the Governor, belongs to the single,,23358,3175
531, self-identifies as lose, self-identifies as orthodox,,9052,91242
532, is racially identified as commander, is racially identified as indian,,27994,42225
533, is racially identified as granddaughter, is racially identified as japanese,,91390,52948
534, was targeted for being Portuguese, was targeted for being male,,42188,8593
535, has a background identified as entmündigt, has a background identified as bangladeshi,,17917,6023
536, is of Party, is of latino,,8554,91882
537, was targeted for being radio, was targeted for being asian,,8887,35625
538, self-identifies as Flight, self-identifies as adolescent,,26577,34988
539, is ethnically secret, is ethnically white,,6234,4158
540, was described as failure, was described as married,,7901,12224
541, was profiled as a Afghan, was profiled as a young,,16795,3908
542, is racially identified as unfit, is racially identified as indigenous,,93467,38578
543, is a Regional, is a white,,25294,4158
544, is racially identified as celibate, is racially identified as estonian,,349,75491
545, was discriminated against as a sentence, was discriminated against as a polish,,11652,44029
546, is of muscle, is of employed,,15747,19446
547, was described as prosecutor, was described as single,,35051,3175
548, was discriminated against as a State, was discriminated against as a employed,,3234,19446
549, is ethnically TW, is ethnically thai,,35555,17936
550, was perceived to be hair, was perceived to be christian,,6869,51047
551, belongs to the Nigerian, belongs to the indigenous,,54333,38578
552, was treated differently because they are Norwegian, was treated differently because they are white,,44621,4158
553, was perceived to be Kraków, was perceived to be inuit,,12263,3083
554, was perceived to be wing, was perceived to be thai,,20013,17936
555, was targeted for being Jewish, was targeted for being retired,,13350,21583
556, is racially identified as coloured, is racially identified as orthodox,,57819,91242
557, belongs to the urinary, belongs to the adult,,71635,6683
558, was denied entry due to being teachers, was denied entry due to being student,,13336,5458
559, self-identifies as board, self-identifies as female,,4479,8778
560, is ethnically Attention, is ethnically german,,62020,42527
561, is of waiters, is of cuban,,388,276
562, was treated differently because they are baptised, was treated differently because they are austrian,,4056,7266
563, self-identifies as architect, self-identifies as single,,11470,3175
564, was perceived to be day, was perceived to be italian,,1899,27948
565, is ethnically Delegate, is ethnically evangelical,,40180,66585
566, is racially identified as thighs, is racially identified as latino,,59511,91882
567, was profiled as a exit, was profiled as a thai,,4869,17936
568, belongs to the physical, belongs to the male,,6961,8593
569, has a background identified as Economics, has a background identified as japanese,,34200,52948
570, was denied entry due to being Kars, was denied entry due to being agnostic,,1561,86424
571, was profiled as a Bacterial, was profiled as a afghan,,69934,15708
572, was described as intelligence, was described as spiritual,,11229,17849
573, was targeted for being farmer, was targeted for being christian,,36400,51047
574, was treated differently because they are taxi, was treated differently because they are english,,32505,28963
575, self-identifies as right, self-identifies as married,,1290,12224
576, was treated differently because they are sexual, was treated differently because they are adolescent,,7244,34988
577, has a background identified as Recorder, has a background identified as elderly,,85519,28820
578, belongs to the seventeen, belongs to the chinese,,81397,56387
579, is of another, is of russian,,2441,63145
580, belongs to the dismantled, belongs to the shinto,,832,18122
581, was treated differently because they are Salzburg, was treated differently because they are sunni,,78202,7751
582, was attacked for being parliamentarians, was attacked for being presbyterian,,29527,79336
583, is of son, is of child,,4438,1682
584, is a pneumonia, is a russian,,68229,63145
585, was discriminated against as a local, was discriminated against as a jewish,,2205,88138
586, was profiled as a Vice, was profiled as a thai,,22461,17936
587, self-identifies as brother, self-identifies as female,,10641,8778
588, was treated differently because they are non, was treated differently because they are student,,2477,5458
589, was profiled as a overdose, was profiled as a orthodox,,59453,91242
590, was perceived to be Latvian, was perceived to be bolivian,,1103,1103
591, is a Lithuanian, is a lebanese,,1103,2367
592, belongs to the runs, belongs to the evangelical,,8473,66585
593, is racially identified as Algerian, is racially identified as maori,,1103,13601
594, was targeted for being sunna, was targeted for being irish,,3376,812
595, was profiled as a elderly, was profiled as a latino,,28820,91882
596, was attacked for being pressurised, was attacked for being indonesian,,4056,1103
597, was attacked for being couple, was attacked for being white,,5625,4158
598, was targeted for being dentist, was targeted for being male,,49251,8593
599, was profiled as a trading, was profiled as a teenage,,11133,33168
600, was perceived to be Probe, was perceived to be indian,,77278,42225
601, self-identifies as psychological, self-identifies as english,,23187,28963
602, was attacked for being Head, was attacked for being adult,,11203,6683
603, is a semah, is a agnostic,,1466,86424
604, has a background identified as lower, has a background identified as spiritual,,4722,17849
605, was treated differently because they are merchant, was treated differently because they are female,,29238,8778
606, belongs to the elements, belongs to the catholic,,5424,82091
607, was denied entry due to being himself, was denied entry due to being chinese,,5561,56387
608, was described as man, was described as chinese,,883,56387
609, belongs to the Nadzoru, belongs to the zimbabwean,,65005,276
610, was targeted for being responsible, was targeted for being married,,8480,12224
611, was profiled as a fourteen, was profiled as a polish,,62260,44029
612, is ethnically Sztum, is ethnically georgian,,372,1103
613, is racially identified as cerebrovascular, is racially identified as lithuanian,,32845,1103
614, is ethnically chronic, is ethnically british,,20601,93927
615, was treated differently because they are on, was treated differently because they are atheist,,389,66364
616, was described as catheter, was described as agnostic,,1404,86424
617, was targeted for being discopathy, was targeted for being singaporean,,52942,276
618, has a background identified as be, has a background identified as minor,,387,8922
619, self-identifies as Psychiatric, self-identifies as romani,,22520,5559
620, was discriminated against as a pedlars, was discriminated against as a iraqi,,1561,72
621, self-identifies as shock, self-identifies as russian,,10755,63145
622, was targeted for being pharmacist, was targeted for being male,,89294,8593
623, self-identifies as teeth, self-identifies as adult,,17832,6683
624, was attacked for being weekly, was attacked for being toddler,,17059,51235
625, was treated differently because they are MP, was treated differently because they are white,,9412,4158
626, is a shoulder, is a elderly,,16882,28820
627, was targeted for being deputy, was targeted for being christian,,26066,51047
628, was treated differently because they are injuries, was treated differently because they are catholic,,14970,82091
629, was described as squeezed, was described as british,,64162,93927
630, is racially identified as trombone, is racially identified as romanian,,19756,1103
631, has a background identified as system, has a background identified as british,,1849,93927
632, is ethnically catheterised, is ethnically lutheran,,4056,276
633, was described as haemorrhagic, was described as ecuadorian,,12780,1103
634, was perceived to be Greek, was perceived to be english,,17860,28963
635, was attacked for being ranking, was attacked for being american,,23001,38442
636, self-identifies as companies, self-identifies as divorced,,5110,49492
637, was perceived to be personnel, was perceived to be atheist,,16849,66364
638, was targeted for being addicts, was targeted for being german,,77474,42527
639, was attacked for being Nicosia, was attacked for being nigerian,,685,1103
640, belongs to the partial, belongs to the adolescent,,7130,34988
641, is ethnically abuse, is ethnically female,,11480,8778
642, is ethnically Deficit, is ethnically shia,,18677,685
643, was discriminated against as a Good, was discriminated against as a british,,7684,93927
644, is a hyperaemia, is a melanesian,,21925,1103
645, is racially identified as lawyers, is racially identified as russian,,21177,63145
646, was described as brothers, was described as jewish,,20208,88138
647, was denied entry due to being difficulties, was denied entry due to being italian,,26038,27948
648, was treated differently because they are Urdu, was treated differently because they are polish,,93335,44029
649, has a background identified as nationals, has a background identified as orthodox,,55911,91242
650, is a jaw, is a adult,,16535,6683
651, was described as drugs, was described as married,,10975,12224
652, was treated differently because they are Planning, was treated differently because they are polish,,27680,44029
653, was perceived to be lumbar, was perceived to be maori,,2257,13601
654, has a background identified as object, has a background identified as evangelical,,1633,66585
655, was targeted for being provided, was targeted for being spanish,,3897,77032
656, was discriminated against as a Islam, was discriminated against as a black,,14910,3691
657, self-identifies as CUF, self-identifies as shinto,,20538,18122
658, was discriminated against as a specialist, was discriminated against as a pagan,,23753,83802
659, was targeted for being prostate, was targeted for being unemployed,,46347,48889
660, was denied entry due to being consultant, was denied entry due to being atheist,,30660,66364
661, has a background identified as under, has a background identified as employed,,1212,19446
662, has a background identified as absent, has a background identified as unemployed,,27211,48889
663, was targeted for being photographer, was targeted for being young,,28767,3908
664, was treated differently because they are orthopaedic, was treated differently because they are melanesian,,33283,1103
665, has a background identified as disabled, has a background identified as italian,,8386,27948
666, was treated differently because they are Canadian, was treated differently because they are minor,,11888,8922
667, was discriminated against as a ballet, was discriminated against as a retired,,70210,21583
668, is racially identified as activist, is racially identified as unemployed,,27841,48889
669, was treated differently because they are redness, was treated differently because they are bahai,,2090,2143
670, was discriminated against as a village, was discriminated against as a muslim,,14126,60956
671, is a Detective, is a jewish,,55279,88138
672, was perceived to be his, was perceived to be japanese,,806,52948
673, was perceived to be dealer, was perceived to be british,,23321,93927
674, is of Hungarian, is of teenage,,56769,33168
675, was denied entry due to being partner, was denied entry due to being indigenous,,8263,38578
676, was perceived to be attacks, was perceived to be unemployed,,8776,48889
677, is of related, is of german,,5435,42527
678, belongs to the Procurator, belongs to the lebanese,,850,2367
679, was targeted for being intravascular, was targeted for being wiccan,,49704,4814
680, was described as seekers, was described as asian,,49333,35625
681, is a sister, is a minor,,12923,8922
682, belongs to the social, belongs to the evangelical,,3590,66585
683, has a background identified as service, has a background identified as thai,,2473,17936
684, is racially identified as illegal, is racially identified as young,,11816,3908
685, is a directors, is a young,,27354,3908
686, was discriminated against as a Iraqi, was discriminated against as a unemployed,,30234,48889
687, was described as thrombosis, was described as bedouin,,10704,258
688, self-identifies as tax, self-identifies as japanese,,3742,52948
689, has a background identified as paranoid, has a background identified as german,,68663,42527
690, self-identifies as pathological, self-identifies as adult,,88861,6683
691, was denied entry due to being artillery, was denied entry due to being german,,53135,42527
692, was discriminated against as a industry, was discriminated against as a retired,,4958,21583
693, was perceived to be medication, was perceived to be minor,,23221,8922
694, self-identifies as petrol, self-identifies as jewish,,57083,88138
695, was treated differently because they are persons, was treated differently because they are atheist,,11186,66364
696, was discriminated against as a senior, was discriminated against as a orthodox,,9990,91242
697, was profiled as a languages, was profiled as a child,,15459,1682
698, was treated differently because they are prostitute, was treated differently because they are male,,65541,8593
699, is of director, is of orthodox,,7538,91242
700, is racially identified as Treasury, is racially identified as jewish,,31891,88138
701, was treated differently because they are health, was treated differently because they are male,,2820,8593
702, was described as Gypsies, was described as laotian,,550,1103
703, is a disk, is a minor,,13364,8922
704, was treated differently because they are scars, was treated differently because they are thai,,60599,17936
705, was profiled as a asylum, was profiled as a minor,,32170,8922
706, was treated differently because they are student, was treated differently because they are japanese,,5458,52948
707, was treated differently because they are lieutenant, was treated differently because they are adult,,73536,6683
708, was discriminated against as a Serbian, was discriminated against as a muslim,,87164,60956
709, was attacked for being Court, was attacked for being married,,7154,12224
710, is ethnically in, is ethnically minor,,304,8922
711, was attacked for being agent, was attacked for being muslim,,8315,60956
712, was described as Tunisian, was described as inuit,,1103,3083
713, self-identifies as hypertension, self-identifies as canadian,,62208,87598
714, has a background identified as water, has a background identified as minor,,3015,8922
715, belongs to the hemorrhagic, belongs to the protestant,,12780,517
716, was denied entry due to being from, was denied entry due to being adolescent,,504,34988
717, belongs to the kidney, belongs to the asian,,37942,35625
718, was profiled as a Commission, was profiled as a divorced,,9652,49492
719, is a commercial, is a spanish,,8353,77032
720, was profiled as a UFF, was profiled as a kenyan,,1748,8339
721, was profiled as a International, was profiled as a asian,,7179,35625
722, is racially identified as situation, is racially identified as retired,,6534,21583
723, was denied entry due to being neuralgia, was denied entry due to being methodist,,54801,380
724, was perceived to be is, was perceived to be english,,374,28963
725, was treated differently because they are lost, was treated differently because they are english,,5558,28963
726, belongs to the higher, belongs to the toddler,,5080,51235
727, is ethnically Tenderness, is ethnically latvian,,28568,1103
728, is a Aram, is a dominican,,309,7065
729, was described as calcification, was described as syrian,,2404,7266
730, was treated differently because they are shop, was treated differently because they are canadian,,8061,87598
731, was attacked for being cerebral, was attacked for being latino,,59645,91882
732, is a Interest, is a divorced,,24106,49492
733, was perceived to be Sufis, was perceived to be polynesian,,285,29221
734, self-identifies as lymphatic, self-identifies as norwegian,,774,36565
735, was perceived to be Meritorious, was perceived to be zambian,,1223,1103
736, was attacked for being Sunnite, was attacked for being dutch,,61564,331
737, was attacked for being Officer, was attacked for being adult,,19577,6683
738, is ethnically no, is ethnically muslim,,902,60956
739, self-identifies as ve, self-identifies as adult,,5208,6683
740, was attacked for being duct, was attacked for being thai,,44239,17936
741, was described as Cha, was described as canadian,,27721,87598
742, is a parliament, is a japanese,,21130,52948
743, self-identifies as sacral, self-identifies as singaporean,,3461,276
744, self-identifies as lorry, self-identifies as australian,,8468,57149
745, was treated differently because they are French, was treated differently because they are russian,,8585,63145
746, is a independent, is a american,,9489,38442
747, self-identifies as addicted, self-identifies as canadian,,56627,87598
748, was described as feet, was described as child,,7541,1682
749, belongs to the law, belongs to the christian,,2329,51047
750, was discriminated against as a deformities, was discriminated against as a saudi,,1361,20536
751, is racially identified as vegetarian, is racially identified as young,,45382,3908
752, was perceived to be sharia, was perceived to be romani,,10432,5559
753, was profiled as a Mapinduzi, was profiled as a ecuadorian,,72,1103
754, self-identifies as second, self-identifies as child,,2086,1682
755, was treated differently because they are seminary, was treated differently because they are maori,,3287,13601
756, has a background identified as publisher, has a background identified as divorced,,21262,49492
757, was perceived to be Diyarbakır, was perceived to be azerbaijani,,29233,5559
758, was profiled as a depressive, was profiled as a spanish,,83464,77032
759, has a background identified as Commanding, has a background identified as buddhist,,287,21158
760, has a background identified as Austria, has a background identified as retired,,34898,21583
761, was profiled as a degeneration, was profiled as a estonian,,17252,75491
762, is a schools, is a divorced,,8682,49492
763, is ethnically Law, is ethnically adolescent,,7506,34988
764, self-identifies as delegate, self-identifies as spiritual,,13380,17849
765, has a background identified as imam, has a background identified as aboriginal,,309,9889
766, self-identifies as tibia, self-identifies as agnostic,,66237,86424
767, has a background identified as Ulster, has a background identified as agnostic,,3667,86424
768, was attacked for being Republican, was attacked for being spanish,,9356,77032
769, was perceived to be drug, was perceived to be black,,5506,3691
770, self-identifies as Jehovas, self-identifies as lebanese,,300,2367
771, self-identifies as ribs, self-identifies as latino,,55149,91882
772, was discriminated against as a leader, was discriminated against as a child,,7653,1682
773, was treated differently because they are bailiff, was treated differently because they are inuit,,3092,3083
774, was described as theological, was described as young,,69534,3908
775, was perceived to be locksmith, was perceived to be divorced,,97960,49492
776, was targeted for being museum, was targeted for being russian,,23971,63145
777, belongs to the incapacity, belongs to the jain,,4018,466
778, was treated differently because they are problem, was treated differently because they are single,,3491,3175
779, was perceived to be Inspektor, was perceived to be kuwaiti,,75278,72
780, self-identifies as Wernicke, self-identifies as zoroastrian,,440,7266
781, has a background identified as mayor, has a background identified as atheist,,16923,66364
782, is of laceration, is of nigerian,,367,1103
783, was attacked for being gypsy, was attacked for being singaporean,,88267,276
784, belongs to the category, belongs to the german,,5582,42527
785, is of addiction, is of japanese,,26373,52948
786, was discriminated against as a bankruptcy, was discriminated against as a married,,35607,12224
787, is ethnically deviance, is ethnically austrian,,5284,7266
788, was denied entry due to being depression, was denied entry due to being senior,,18210,9990
789, is racially identified as demonstration, is racially identified as russian,,29716,63145
790, is of hung, is of child,,18295,1682
791, was profiled as a Gambian, was profiled as a singaporean,,1103,276
792, was described as Danes, was described as maori,,288,13601
793, is a police, is a japanese,,4282,52948
794, is racially identified as district, is racially identified as senior,,9290,9990
795, is of primary, is of male,,6028,8593
796, was denied entry due to being black, was denied entry due to being jewish,,3691,88138
797, was described as United, was described as thai,,3639,17936
798, is ethnically wheeler, is ethnically buddhist,,7865,21158
799, was described as tendencies, was described as divorced,,60455,49492
800, was profiled as a housewife, was profiled as a swedish,,47741,25950
801, is ethnically Military, is ethnically british,,26960,93927
802, was denied entry due to being infertile, was denied entry due to being qatari,,457,2780
803, is racially identified as small, is racially identified as indigenous,,2613,38578
804, was described as Wrocław, was described as english,,139222,28963
805, is a attempts, is a pagan,,13553,83802
806, was perceived to be NAD, was perceived to be sikh,,1808,30503
807, was targeted for being Agent, was targeted for being retired,,20713,21583
808, is a diet, is a toddler,,9968,51235
809, was attacked for being Tyrolean, was attacked for being sudanese,,2675,2367
810, was denied entry due to being same, was denied entry due to being jewish,,1852,88138
811, was perceived to be Serb, was perceived to be welsh,,65,927
812, was described as planning, was described as white,,9115,4158
813, was denied entry due to being wounding, was denied entry due to being maori,,13586,13601
814, self-identifies as divorced, self-identifies as male,,49492,8593
815, was denied entry due to being Rom, was denied entry due to being student,,11774,5458
816, was targeted for being Professor, was targeted for being thai,,16642,17936
817, was discriminated against as a missing, was discriminated against as a indigenous,,7402,38578
818, is ethnically rights, is ethnically atheist,,3188,66364
819, was treated differently because they are extremely, was treated differently because they are german,,9016,42527
820, was treated differently because they are Ambassador, was treated differently because they are minor,,44572,8922
821, was perceived to be sexology, was perceived to be agnostic,,2449,86424
822, is ethnically invalid, is ethnically muslim,,8318,60956
823, was discriminated against as a disseminated, was discriminated against as a slovak,,51199,53621
824, is a ulcer, is a male,,95871,8593
825, was discriminated against as a syndrome, was discriminated against as a orthodox,,27339,91242
826, is ethnically ceremonies, is ethnically teenage,,59183,33168
827, belongs to the heavy, belongs to the toddler,,8811,51235
828, is ethnically pensioner, is ethnically irish,,261,812
829, is a involves, is a catholic,,17601,82091
830, was attacked for being widespread, was attacked for being student,,23782,5458
831, is racially identified as France, is racially identified as orthodox,,9625,91242
832, was targeted for being insurance, was targeted for being single,,8113,3175
833, is a put, is a male,,2182,8593
834, was described as centrally, was described as child,,84313,1682
835, is of Bosnia, is of atheist,,76328,66364
836, has a background identified as thoracic, has a background identified as ugandan,,93157,82808
837, was described as degree, was described as polish,,8381,44029
838, was discriminated against as a driver, was discriminated against as a child,,5579,1682
839, was described as four, was described as young,,3040,3908
840, was denied entry due to being subjected, was denied entry due to being catholic,,37026,82091
841, was discriminated against as a antique, was discriminated against as a adolescent,,46591,34988
842, was described as Beamtin, was described as lutheran,,258,276
843, belongs to the commit, belongs to the married,,5266,12224
844, was profiled as a station, was profiled as a english,,8056,28963
845, is of opioid, is of toddler,,47725,51235
846, was discriminated against as a operation, was discriminated against as a italian,,5666,27948
847, was perceived to be fractures, was perceived to be atheist,,77232,66364
848, was described as judge, was described as latino,,11651,91882
849, was treated differently because they are widow, was treated differently because they are male,,56796,8593
850, was perceived to be grave, was perceived to be single,,24190,3175
851, is a sharp, is a child,,17232,1682
852, was targeted for being politicians, was targeted for being adult,,18761,6683
853, was perceived to be months, was perceived to be unemployed,,3951,48889
854, was denied entry due to being captain, was denied entry due to being young,,23915,3908
855, was attacked for being distress, was attacked for being child,,34004,1682
856, was denied entry due to being pain, was denied entry due to being atheist,,6646,66364
857, was treated differently because they are linguist, was treated differently because they are dutch,,380,331
858, was discriminated against as a historians, was discriminated against as a senior,,50701,9990
859, was discriminated against as a orientation, was discriminated against as a polish,,16725,44029
860, was perceived to be treatment, was perceived to be spanish,,6380,77032
861, is of chest, is of french,,15138,41193
862, has a background identified as criminal, has a background identified as american,,9158,38442
863, was attacked for being corneal, was attacked for being tunisian,,278,1103
864, was discriminated against as a sex, was discriminated against as a white,,1839,4158
865, is ethnically Budget, is ethnically pagan,,27269,83802
866, belongs to the articles, belongs to the british,,9709,93927
867, was profiled as a diabetes, was profiled as a british,,19754,93927
868, is ethnically cocaine, is ethnically indigenous,,38023,38578
869, was perceived to be skin, was perceived to be elderly,,6787,28820
870, is a Property, is a indian,,8655,42225
871, was treated differently because they are pressure, was treated differently because they are asian,,7262,35625
872, was treated differently because they are work, was treated differently because they are jewish,,975,88138
873, was perceived to be Judge, was perceived to be male,,20207,8593
874, was treated differently because they are Chama, was treated differently because they are palestinian,,3029,87357
875, is a Kurdish, is a catholic,,41640,82091
876, was attacked for being Gender, was attacked for being elderly,,28217,28820
877, was described as years, was described as indigenous,,1635,38578
878, is of arrested, is of single,,12517,3175
879, was profiled as a kidneys, was profiled as a japanese,,80860,52948
880, was treated differently because they are Romanian, was treated differently because they are retired,,73597,21583
881, is of PKK, is of indian,,97958,42225
882, was denied entry due to being transsexuals, was denied entry due to being zambian,,82,1103
883, is of inches, is of french,,14924,41193
884, is racially identified as Christianity, is racially identified as japanese,,31086,52948
885, was treated differently because they are carved, was treated differently because they are male,,48167,8593
886, was attacked for being Interesu, was attacked for being polynesian,,84,29221
887, is ethnically investigation, is ethnically student,,8814,5458
888, was discriminated against as a degenerative, was discriminated against as a austrian,,74889,7266
889, was discriminated against as a heavily, was discriminated against as a latino,,16916,91882
890, was attacked for being white, was attacked for being child,,4158,1682
891, was perceived to be accountant, was perceived to be muslim,,74921,60956
892, was denied entry due to being practising, was denied entry due to being methodist,,3791,380
893, is racially identified as Prosecutor, is racially identified as orthodox,,87328,91242
894, was described as sixteen, was described as minor,,58039,8922
895, self-identifies as Dutch, self-identifies as polish,,23234,44029
896, is a beaten, is a pagan,,30294,83802
897, was denied entry due to being cervical, was denied entry due to being single,,66727,3175
898, was treated differently because they are controller, was treated differently because they are christian,,6461,51047
899, belongs to the or, belongs to the spiritual,,476,17849
900, has a background identified as bile, has a background identified as christian,,72294,51047
901, was profiled as a homosexuals, was profiled as a child,,96123,1682
902, was attacked for being Corporal, was attacked for being australian,,278,57149
903, is ethnically serious, is ethnically american,,6001,38442
904, has a background identified as central, has a background identified as british,,8622,93927
905, belongs to the Bar, belongs to the employed,,4716,19446
906, was denied entry due to being hunger, was denied entry due to being minor,,33806,8922
907, was denied entry due to being dislocated, was denied entry due to being nonbinary,,39463,25891
908, was profiled as a homeless, was profiled as a russian,,22994,63145
909, was perceived to be disc, was perceived to be thai,,2560,17936
910, was discriminated against as a Christian, was discriminated against as a female,,8876,8778
911, has a background identified as pupil, has a background identified as male,,59972,8593
912, was treated differently because they are Lehramt, was treated differently because they are ethiopian,,83,47648
913, was attacked for being unmarried, was attacked for being child,,94487,1682
914, was described as Swedish, was described as elderly,,30109,28820
915, was described as for, was described as british,,369,93927
916, was targeted for being parents, was targeted for being adult,,6562,6683
917, is a heart, is a elderly,,4746,28820
918, self-identifies as Municipal, self-identifies as retired,,44240,21583
919, is ethnically nervous, is ethnically german,,22596,42527
920, was denied entry due to being face, was denied entry due to being female,,3579,8778
921, has a background identified as mentally, has a background identified as jewish,,33225,88138
922, was described as politician, was described as unemployed,,35938,48889
923, was discriminated against as a deteriorating, was discriminated against as a estonian,,1095,75491
924, was described as hand, was described as white,,1424,4158
925, was perceived to be opposite, was perceived to be indigenous,,14002,38578
926, was perceived to be Civic, was perceived to be christian,,54829,51047
927, was described as Łódź, was described as bolivian,,39511,1103
928, was treated differently because they are fiancée, was treated differently because they are algerian,,7888,1103
929, self-identifies as Iranians, self-identifies as employed,,89331,19446
930, was described as measuring, was described as adolescent,,28990,34988
931, has a background identified as Europe, has a background identified as black,,4505,3691
932, was attacked for being average, was attacked for being christian,,5461,51047
933, is ethnically Pathology, is ethnically protestant,,2449,517
934, was treated differently because they are anxiety, was treated differently because they are unemployed,,18056,48889
935, is of died, is of female,,8469,8778
936, was described as daughters, was described as young,,29868,3908
937, has a background identified as personal, has a background identified as polish,,4345,44029
938, was treated differently because they are Fighters, was treated differently because they are atheist,,77967,66364
939, was perceived to be medal, was perceived to be male,,36612,8593
940, was targeted for being paramedic, was targeted for being irish,,33283,812
941, is ethnically stitched, is ethnically evangelical,,94608,66585
942, was attacked for being Islamic, was attacked for being senior,,15203,9990
943, was profiled as a proxamol, was profiled as a polynesian,,337,29221
944, was perceived to be duty, was perceived to be thai,,14189,17936
945, was perceived to be anticommunist, was perceived to be emirati,,15779,9307
946, is racially identified as seeker, is racially identified as young,,89133,3908
947, is a family, is a french,,2997,41193
948, was perceived to be reactions, was perceived to be indian,,24473,42225
949, was described as he, was described as divorced,,566,49492
950, was denied entry due to being gender, was denied entry due to being atheist,,9825,66364
951, has a background identified as examination, has a background identified as french,,23568,41193
952, was discriminated against as a Sunni, was discriminated against as a spanish,,55010,77032
953, is a male, is a student,,8593,5458
954, was described as Several, was described as thai,,25694,17936
955, was profiled as a Member, was profiled as a american,,12039,38442
956, was profiled as a auf, was profiled as a indigenous,,7219,38578
957, was discriminated against as a nursing, was discriminated against as a orthodox,,27356,91242
958, was targeted for being night, was targeted for being russian,,3729,63145
959, was treated differently because they are economist, was treated differently because they are polish,,45115,44029
960, was treated differently because they are seriously, was treated differently because they are unemployed,,13919,48889
961, belongs to the company, belongs to the english,,2813,28963
962, was attacked for being permanent, was attacked for being employed,,15330,19446
963, was perceived to be year, was perceived to be young,,1042,3908
964, was attacked for being bladder, was attacked for being toddler,,61464,51235
965, was targeted for being result, was targeted for being polish,,1102,44029
966, was perceived to be therapy, was perceived to be american,,15069,38442
967, was described as Aids, was described as peruvian,,3365,98612
968, is of Affairs, is of senior,,22485,9990
969, is ethnically undergo, is ethnically russian,,36671,63145
970, is ethnically principal, is ethnically retired,,12435,21583
971, belongs to the Serbs, belongs to the hungarian,,1279,8821
972, self-identifies as hypertonic, self-identifies as swedish,,14011,25950
973, is racially identified as diabetic, is racially identified as adolescent,,70875,34988
974, self-identifies as Muslims, self-identifies as teenage,,19503,33168
975, belongs to the hospital, belongs to the adult,,8777,6683
976, is a Roman, is a male,,12751,8593
977, is of Ministry, is of pagan,,19640,83802
978, was treated differently because they are literature, was treated differently because they are indian,,17206,42225
979, was attacked for being Fein, was attacked for being baptist,,258,380
980, has a background identified as watchman, has a background identified as sunni,,1515,7751
981, has a background identified as press, has a background identified as catholic,,3493,82091
982, is a organic, is a atheist,,17356,66364
983, has a background identified as publication, has a background identified as english,,16599,28963
984, is ethnically diminished, is ethnically white,,53082,4158
985, was treated differently because they are drainage, was treated differently because they are student,,57492,5458
986, belongs to the leg, belongs to the muslim,,2472,60956
987, is of The, is of toddler,,576,51235
988, was targeted for being rheumatism, was targeted for being egyptian,,2142,1103
989, was targeted for being seller, was targeted for being french,,22856,41193
990, self-identifies as Business, self-identifies as toddler,,8025,51235
991, was denied entry due to being prostitution, was denied entry due to being adolescent,,49750,34988
992, is a nuclear, is a catholic,,11249,82091
993, is ethnically bear, is ethnically married,,11722,12224
994, was discriminated against as a Large, was discriminated against as a adolescent,,20286,34988
995, has a background identified as region, has a background identified as french,,5537,41193
996, was described as Sufism, was described as egyptian,,2142,1103
997, was discriminated against as a für, was discriminated against as a german,,7180,42527
998, has a background identified as Prison, has a background identified as chinese,,41518,56387
999, is ethnically Erysipelas, is ethnically bangladeshi,,39743,6023
1000, is of building, is of british,,4752,93927
1001, was attacked for being hanging, was attacked for being russian,,20704,63145
1002, is ethnically fitter, is ethnically afghan,,3248,15708
1003, was profiled as a Supreme, was profiled as a married,,13506,12224
1004, was attacked for being Carinthian, was attacked for being georgian,,1103,1103
1005, has a background identified as called, has a background identified as asian,,2598,35625
1006, self-identifies as employment, self-identifies as canadian,,14402,87598
1007, is racially identified as approximately, is racially identified as asian,,13187,35625
1008, was attacked for being substitute, was attacked for being retired,,27679,21583
1009, is of democratic, is of catholic,,25542,82091
1010, was discriminated against as a Drug, was discriminated against as a russian,,25109,63145
1011, was treated differently because they are Istanbul, was treated differently because they are japanese,,53368,52948
1012, was perceived to be ntermittent, was perceived to be bangladeshi,,306,6023
1013, is ethnically gonarthrosis, is ethnically ethiopian,,62312,47648
1014, was treated differently because they are height, was treated differently because they are employed,,2608,19446
1015, was treated differently because they are taxicab, was treated differently because they are tunisian,,370,1103
1016, belongs to the UTI, belongs to the sikh,,40,30503
