,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
509, has a background identified as services, has a background identified as toddler,,3238,50245
510, was attacked for being suicide, was attacked for being black,,13184,2806
511, is ethnically Procurator, is ethnically argentinian,,1080,34923
512, is ethnically congenital, is ethnically pagan,,28296,47372
513, was denied entry due to being Germans, was denied entry due to being unemployed,,20003,35700
514, was perceived to be Administration, was perceived to be young,,13500,2872
515, belongs to the personality, belongs to the child,,13216,1429
516, was profiled as a catheterising, was profiled as a czech,,2182,18506
517, is ethnically reactions, is ethnically indigenous,,9969,24984
518, was treated differently because they are teachers, was treated differently because they are unemployed,,10954,35700
519, was described as work, was described as atheist,,789,48621
520, was attacked for being ranking, was attacked for being black,,19947,2806
521, self-identifies as artificial, self-identifies as minor,,13345,5884
522, was attacked for being hyperaemia, was attacked for being wiccan,,9512,5092
523, is a Witnesses, is a presbyterian,,265,49945
524, was attacked for being Commission, was attacked for being pagan,,5399,47372
525, was profiled as a Kars, was profiled as a iranian,,1032,44316
526, self-identifies as Aram, self-identifies as thai,,312,2284
527, is racially identified as District, is racially identified as child,,4412,1429
528, is of two, is of english,,767,48087
529, is racially identified as substitute, is racially identified as adult,,16502,6782
530, was profiled as a stress, was profiled as a adult,,4073,6782
531, was denied entry due to being calcifying, was denied entry due to being asian,,5411,757
532, was treated differently because they are agent, was treated differently because they are female,,5570,5343
533, was targeted for being Slovenian, was targeted for being bedouin,,757,44818
534, is racially identified as psychiatric, is racially identified as evangelical,,19830,49430
535, was discriminated against as a gunshot, was discriminated against as a maori,,11860,8885
536, was targeted for being United, was targeted for being atheist,,1986,48621
537, was treated differently because they are practice, was treated differently because they are english,,3946,48087
538, was treated differently because they are inches, was treated differently because they are employed,,13048,7091
539, was described as carpet, was described as teenage,,23656,29386
540, was perceived to be seeker, was perceived to be latino,,6426,2610
541, was denied entry due to being knee, was denied entry due to being unemployed,,12267,35700
542, is racially identified as sides, is racially identified as retired,,7123,14373
543, is a Several, is a black,,12090,2806
544, has a background identified as hip, has a background identified as senior,,13290,8474
545, was perceived to be tuğgeneral, was perceived to be ghanaian,,16691,757
546, was described as Compulsory, was described as kurdish,,590,763
547, belongs to the son, belongs to the child,,3347,1429
548, was described as Supreme, was described as evangelical,,6413,49430
549, belongs to the managing, belongs to the male,,14419,5086
550, was attacked for being informant, was attacked for being young,,37065,2872
551, is a commander, is a spiritual,,17747,12435
552, was profiled as a civil, was profiled as a black,,5079,2806
553, was treated differently because they are object, was treated differently because they are atheist,,1789,48621
554, is ethnically aid, is ethnically student,,8596,5974
555, was targeted for being Deficit, was targeted for being danish,,5033,9289
556, was attacked for being Bar, was attacked for being unemployed,,4033,35700
557, is a Government, is a young,,7295,2872
558, was perceived to be with, was perceived to be male,,342,5086
559, was treated differently because they are insurance, was treated differently because they are toddler,,6503,50245
560, was discriminated against as a practising, was discriminated against as a italian,,2182,6770
561, is ethnically damage, is ethnically child,,4723,1429
562, has a background identified as Somalilander, has a background identified as moroccan,,5945,5092
563, was profiled as a shoulders, was profiled as a senior,,13574,8474
564, was denied entry due to being police, was denied entry due to being teenage,,3513,29386
565, belongs to the one, belongs to the english,,581,48087
566, is ethnically compulsory, is ethnically senior,,42571,8474
567, was targeted for being Commissioner, was targeted for being spiritual,,15605,12435
568, was perceived to be business, was perceived to be white,,2136,3168
569, is racially identified as lawyer, is racially identified as young,,11115,2872
570, was targeted for being Nystigmus, was targeted for being nepalese,,14557,70
571, was denied entry due to being as, was denied entry due to being student,,347,5974
572, was described as gynaecologist, was described as nepalese,,10364,70
573, has a background identified as another, has a background identified as polish,,1529,40167
574, is a Practitioner, is a buddhist,,254,15700
575, was described as bleed, was described as male,,43662,5086
576, was described as Urdu, was described as danish,,563,9289
577, was described as fiancée, was described as nepalese,,7678,70
578, was discriminated against as a Erysipelas, was discriminated against as a nepalese,,284,70
579, was profiled as a gardener, was profiled as a thai,,4330,2284
580, was targeted for being Valuer, was targeted for being widowed,,10207,12997
581, was denied entry due to being lose, was denied entry due to being minor,,7168,5884
582, belongs to the Cha, belongs to the student,,22951,5974
583, was attacked for being independent, was attacked for being student,,3907,5974
584, has a background identified as organic, has a background identified as evangelical,,8708,49430
585, is a driver, is a single,,6254,2014
586, is a loss, is a atheist,,2957,48621
587, was discriminated against as a antique, was discriminated against as a teenage,,41450,29386
588, is racially identified as that, is racially identified as minor,,326,5884
589, was treated differently because they are Polamidon, was treated differently because they are mexican,,251,9593
590, belongs to the Care, belongs to the elderly,,9776,13988
591, is racially identified as Justice, is racially identified as female,,8293,5343
592, was targeted for being gave, was targeted for being toddler,,3534,50245
593, was discriminated against as a proxamol, was discriminated against as a venezuelan,,311,266
594, was perceived to be parents, was perceived to be elderly,,4651,13988
595, was described as dealer, was described as black,,23827,2806
596, was perceived to be nationalists, was perceived to be hindu,,1346,86
597, was discriminated against as a house, was discriminated against as a female,,2419,5343
598, is a homosexual, is a atheist,,29721,48621
599, was perceived to be painter, was perceived to be black,,27343,2806
600, was targeted for being extends, was targeted for being unemployed,,8725,35700
601, was perceived to be Nadzoru, was perceived to be bangladeshi,,86,5801
602, was denied entry due to being major, was denied entry due to being employed,,2201,7091
603, belongs to the parliamentarian, belongs to the iranian,,6656,44316
604, is racially identified as politician, is racially identified as black,,18468,2806
605, was treated differently because they are arrested, was treated differently because they are female,,9833,5343
606, is of squeezed, is of unemployed,,29172,35700
607, is ethnically accounts, is ethnically indigenous,,8553,24984
608, was targeted for being locksmith, was targeted for being american,,27268,266
609, self-identifies as homosexuality, self-identifies as spiritual,,39880,12435
610, belongs to the contractor, belongs to the toddler,,22350,50245
611, self-identifies as part, self-identifies as teenage,,629,29386
612, self-identifies as Bavarian, self-identifies as aboriginal,,6656,19164
613, was attacked for being common, was attacked for being female,,1846,5343
614, was discriminated against as a editor, was discriminated against as a married,,8121,7028
615, belongs to the pension, belongs to the married,,20071,7028
616, has a background identified as Hinduism, has a background identified as aboriginal,,1204,19164
617, is of bailiff, is of sufi,,1648,74
618, was attacked for being Brazilian, was attacked for being toddler,,24110,50245
619, belongs to the Argentine, belongs to the spiritual,,47637,12435
620, was treated differently because they are eight, was treated differently because they are unemployed,,4314,35700
621, was treated differently because they are paramedic, was treated differently because they are afghan,,39877,12608
622, was discriminated against as a communist, was discriminated against as a young,,33823,2872
623, is of subjected, is of spiritual,,12021,12435
624, is racially identified as infection, is racially identified as elderly,,5066,13988
625, has a background identified as nausea, has a background identified as female,,33706,5343
626, is racially identified as chest, is racially identified as teenage,,9081,29386
627, is ethnically dislocating, is ethnically bulgarian,,839,757
628, was attacked for being provincial, was attacked for being spiritual,,25432,12435
629, self-identifies as extremely, self-identifies as adult,,6685,6782
630, is ethnically establishments, is ethnically single,,22696,2014
631, is a Flying, is a indigenous,,42027,24984
632, self-identifies as pro, self-identifies as white,,354,3168
633, has a background identified as corneal, has a background identified as employed,,33477,7091
634, self-identifies as whore, self-identifies as danish,,410,9289
635, is of companies, is of white,,4413,3168
636, was treated differently because they are measuring, was treated differently because they are toddler,,10499,50245
637, was attacked for being capacity, was attacked for being single,,5350,2014
638, was described as pathological, was described as black,,18977,2806
639, was attacked for being Flight, was attacked for being divorced,,29726,32806
640, belongs to the Sejm, belongs to the german,,30999,8592
641, was treated differently because they are vertebral, was treated differently because they are employed,,39031,7091
642, self-identifies as Court, self-identifies as teenage,,2111,29386
643, belongs to the shot, belongs to the adolescent,,5103,28911
644, has a background identified as abuse, has a background identified as english,,7242,48087
645, is racially identified as put, is racially identified as minor,,1691,5884
646, was discriminated against as a Disorder, was discriminated against as a elderly,,50045,13988
647, was perceived to be Serbo, was perceived to be cuban,,2399,266
648, was discriminated against as a intravascular, was discriminated against as a canadian,,5670,7577
649, is of informers, is of christian,,398,757
650, was denied entry due to being Gypsies, was denied entry due to being vietnamese,,447,27499
651, was described as married, was described as young,,7028,2872
652, is ethnically farm, is ethnically married,,6389,7028
653, was denied entry due to being für, was denied entry due to being minor,,13417,5884
654, is of Norwegian, is of adult,,25771,6782
655, self-identifies as engineer, self-identifies as spiritual,,16518,12435
656, self-identifies as citizens, self-identifies as white,,7815,3168
657, was denied entry due to being an, was denied entry due to being indigenous,,271,24984
658, is ethnically eating, is ethnically divorced,,9123,32806
659, is a gout, is a druze,,483,2721
660, was targeted for being child, was targeted for being evangelical,,1429,49430
661, was treated differently because they are anxiety, was treated differently because they are evangelical,,10397,49430
662, was profiled as a muscle, was profiled as a divorced,,6616,32806
663, was targeted for being total, was targeted for being elderly,,2264,13988
664, is racially identified as antibiotics, is racially identified as unemployed,,18042,35700
665, has a background identified as artist, has a background identified as unemployed,,9558,35700
666, was described as practitioner, was described as toddler,,34815,50245
667, was denied entry due to being Uruguayan, was denied entry due to being swedish,,26782,763
668, is ethnically Representative, is ethnically employed,,19974,7091
669, was perceived to be old, was perceived to be spiritual,,1711,12435
670, was discriminated against as a difficulties, was discriminated against as a white,,12748,3168
671, was denied entry due to being virus, was denied entry due to being unemployed,,6581,35700
672, self-identifies as had, self-identifies as indigenous,,574,24984
673, was treated differently because they are mayor, was treated differently because they are elderly,,14967,13988
674, self-identifies as prescriptions, self-identifies as atheist,,37971,48621
675, is a thirteen, is a indigenous,,27291,24984
676, was attacked for being Front, was attacked for being retired,,15808,14373
677, is ethnically Budget, is ethnically minor,,31706,5884
678, was profiled as a zweite, was profiled as a moroccan,,614,5092
679, belongs to the intermediate, belongs to the unemployed,,10444,35700
680, was treated differently because they are university, was treated differently because they are female,,9835,5343
681, was treated differently because they are Kurd, was treated differently because they are english,,32738,48087
682, has a background identified as Roman, has a background identified as young,,8370,2872
683, was described as hit, was described as child,,4352,1429
684, was discriminated against as a both, was discriminated against as a spiritual,,1097,12435
685, was treated differently because they are Hebrew, was treated differently because they are pagan,,25260,47372
686, was profiled as a injuries, was profiled as a unemployed,,9478,35700
687, was discriminated against as a anorexia, was discriminated against as a russian,,36592,757
688, is a deviance, is a hindu,,5155,86
689, was perceived to be months, was perceived to be toddler,,2607,50245
690, has a background identified as black, has a background identified as married,,2806,7028
691, is ethnically hepatitis, is ethnically single,,21366,2014
692, was treated differently because they are hyperactive, was treated differently because they are saudi,,4507,36460
693, was attacked for being traditional, was attacked for being student,,5899,5974
694, is racially identified as musician, is racially identified as retired,,26650,14373
695, self-identifies as runs, self-identifies as child,,6613,1429
696, was discriminated against as a be, was discriminated against as a english,,320,48087
697, was targeted for being region, was targeted for being young,,2919,2872
698, has a background identified as affairs, has a background identified as elderly,,13909,13988
699, belongs to the catheter, belongs to the student,,18629,5974
700, is racially identified as street, is racially identified as male,,6406,5086
701, was targeted for being Danish, was targeted for being adolescent,,26304,28911
702, is a traumatic, is a atheist,,27784,48621
703, was targeted for being Headquarters, was targeted for being syrian,,14105,5651
704, was treated differently because they are testicles, was treated differently because they are welsh,,3741,1200
705, belongs to the social, belongs to the minor,,2675,5884
706, was described as UFF, was described as greek,,3269,7209
707, is of razor, is of employed,,41823,7091
708, was attacked for being protest, was attacked for being unemployed,,8005,35700
709, was profiled as a insomniac, was profiled as a nepalese,,317,70
710, self-identifies as aggressive, self-identifies as atheist,,13847,48621
711, was profiled as a should, was profiled as a retired,,943,14373
712, is a criminal, is a pagan,,6424,47372
713, is racially identified as Orthodox, is racially identified as single,,30154,2014
714, was treated differently because they are the, was treated differently because they are english,,253,48087
715, belongs to the army, belongs to the black,,8544,2806
716, was attacked for being seller, was attacked for being senior,,24451,8474
717, was perceived to be Pruszków, was perceived to be azerbaijani,,18538,6451
718, is a Gendarme, is a lebanese,,1405,3248
719, is racially identified as nephritis, is racially identified as welsh,,13825,1200
720, was perceived to be Headmaster, was perceived to be austrian,,11717,5651
721, self-identifies as positive, self-identifies as adolescent,,2762,28911
722, is racially identified as Irish, is racially identified as retired,,11596,14373
723, was profiled as a Iranians, was profiled as a widowed,,2458,12997
724, has a background identified as stitched, has a background identified as french,,34005,4099
725, is racially identified as Romanian, is racially identified as minor,,45575,5884
726, belongs to the loans, belongs to the indigenous,,15407,24984
727, was described as people, was described as male,,952,5086
728, was attacked for being partly, was attacked for being divorced,,13730,32806
729, was described as semah, was described as welsh,,1240,1200
730, was denied entry due to being electrician, was denied entry due to being bedouin,,757,44818
731, was targeted for being transsexuality, was targeted for being georgian,,10982,757
732, is racially identified as gypsies, is racially identified as qatari,,447,1792
733, was denied entry due to being below, was denied entry due to being teenage,,2708,29386
734, was treated differently because they are Rom, was treated differently because they are senior,,9916,8474
735, was described as elderly, was described as adolescent,,13988,28911
736, is ethnically Egyptian, is ethnically male,,22437,5086
737, is of ntermittent, is of ecuadorian,,290,757
738, was profiled as a ill, was profiled as a unemployed,,2853,35700
739, is of non, is of indigenous,,1327,24984
740, self-identifies as shock, self-identifies as black,,6966,2806
741, is of situation, is of student,,4112,5974
742, is racially identified as not, is racially identified as toddler,,417,50245
743, was profiled as a guards, was profiled as a spiritual,,17269,12435
744, was profiled as a Italian, was profiled as a married,,9890,7028
745, was discriminated against as a Psychiatric, was discriminated against as a american,,9089,266
746, was targeted for being software, was targeted for being indigenous,,3694,24984
747, is racially identified as years, is racially identified as evangelical,,1107,49430
748, belongs to the diabetic, belongs to the young,,17435,2872
749, is a early, is a toddler,,2393,50245
750, is racially identified as panic, is racially identified as retired,,18829,14373
751, is ethnically begins, is ethnically evangelical,,9513,49430
752, was profiled as a incapacitated, was profiled as a lebanese,,15281,3248
753, is of crack, is of black,,9370,2806
754, has a background identified as goods, has a background identified as toddler,,10229,50245
755, is racially identified as Socialist, is racially identified as pagan,,36781,47372
756, belongs to the Emrah, belongs to the aboriginal,,22876,19164
757, is ethnically Turk, is ethnically adolescent,,14901,28911
758, was perceived to be Lieutenant, was perceived to be senior,,22389,8474
759, is a Planning, is a elderly,,26722,13988
760, is of drainage, is of male,,26111,5086
761, has a background identified as sign, has a background identified as adult,,861,6782
762, belongs to the her, belongs to the spiritual,,617,12435
763, is a methadone, is a nigerian,,531,757
764, was denied entry due to being hole, was denied entry due to being spiritual,,7793,12435
765, was targeted for being Long, was targeted for being teenage,,8057,29386
766, was targeted for being Austrian, was targeted for being elderly,,29535,13988
767, belongs to the minors, belongs to the retired,,36973,14373
768, was profiled as a twelve, was profiled as a senior,,13265,8474
769, is racially identified as sharp, is racially identified as atheist,,9479,48621
770, was discriminated against as a Argentinians, was discriminated against as a jordanian,,2458,757
771, is of year, is of black,,807,2806
772, is ethnically dancers, is ethnically toddler,,39576,50245
773, was discriminated against as a condition, was discriminated against as a female,,1617,5343
774, was described as mining, was described as elderly,,15067,13988
775, was discriminated against as a asthmatic, was discriminated against as a turkish,,1420,763
776, was attacked for being demonstration, was attacked for being adolescent,,20028,28911
777, was profiled as a daughters, was profiled as a adult,,19367,6782
778, is ethnically failure, is ethnically spiritual,,4433,12435
779, is racially identified as merchant, is racially identified as indigenous,,24230,24984
780, is a Economy, is a unemployed,,36946,35700
781, was attacked for being heavy, was attacked for being adult,,5536,6782
782, was described as constitutional, was described as pagan,,10281,47372
783, has a background identified as permanent, has a background identified as married,,9928,7028
784, was profiled as a accident, was profiled as a atheist,,7343,48621
785, was described as primary, was described as divorced,,3625,32806
786, has a background identified as psychotic, has a background identified as unemployed,,49503,35700
787, was described as deficient, was described as adult,,24030,6782
788, was denied entry due to being Istanbul, was denied entry due to being retired,,41460,14373
789, has a background identified as farmer, has a background identified as spiritual,,24718,12435
790, was perceived to be no, was perceived to be adolescent,,642,28911
791, was discriminated against as a overdose, was discriminated against as a atheist,,46539,48621
792, was perceived to be Belarus, was perceived to be orthodox,,33858,19966
793, has a background identified as couple, has a background identified as teenage,,4564,29386
794, is ethnically radio, is ethnically toddler,,5553,50245
795, belongs to the expert, belongs to the married,,6485,7028
796, is a village, is a polish,,7773,40167
797, is of fracture, is of male,,17681,5086
798, has a background identified as Prison, has a background identified as adult,,31083,6782
799, belongs to the Colombian, belongs to the american,,757,266
800, is ethnically Agriculture, is ethnically child,,28079,1429
801, was profiled as a epilepsy, was profiled as a pagan,,29931,47372
802, was treated differently because they are sight, was treated differently because they are indigenous,,8184,24984
803, is of brigadier, is of sufi,,47176,74
804, was treated differently because they are Regiment, was treated differently because they are indigenous,,30068,24984
805, was profiled as a telephones, was profiled as a catholic,,15791,3422
806, was denied entry due to being legal, was denied entry due to being teenage,,4320,29386
807, was perceived to be Chancellor, was perceived to be atheist,,34641,48621
808, is ethnically Lice, is ethnically greek,,547,7209
809, was denied entry due to being Speaker, was denied entry due to being student,,26587,5974
810, was attacked for being ears, was attacked for being atheist,,13628,48621
811, was perceived to be Yugoslav, was perceived to be female,,40787,5343
812, self-identifies as Nicosia, self-identifies as ugandan,,571,266
813, was targeted for being same, was targeted for being child,,1072,1429
814, was denied entry due to being unmarried, was denied entry due to being nonbinary,,38982,26458
815, is racially identified as Pakistani, is racially identified as black,,34538,2806
816, belongs to the fitter, belongs to the chinese,,4069,5187
817, is racially identified as State, is racially identified as senior,,2418,8474
818, is of distress, is of spiritual,,16744,12435
819, is a female, is a black,,5343,2806
820, was treated differently because they are infirm, was treated differently because they are korean,,2683,37173
821, was discriminated against as a unfit, was discriminated against as a druze,,262,2721
822, was treated differently because they are person, was treated differently because they are indigenous,,1436,24984
823, was perceived to be Sami, was perceived to be berber,,74,589
824, belongs to the prison, belongs to the black,,5754,2806
825, was discriminated against as a vendors, was discriminated against as a student,,24742,5974
826, was discriminated against as a Swedish, was discriminated against as a child,,19688,1429
827, is of complex, is of white,,2570,3168
828, is ethnically writer, is ethnically young,,8406,2872
829, was described as Wernicke, was described as zoroastrian,,413,5651
830, was profiled as a Vice, was profiled as a white,,17979,3168
831, was profiled as a between, was profiled as a indigenous,,875,24984
832, was described as operator, was described as unemployed,,5572,35700
833, was perceived to be watchman, was perceived to be sufi,,1342,74
834, was described as his, was described as employed,,521,7091
835, was perceived to be labile, was perceived to be danish,,587,9289
836, was perceived to be administrative, was perceived to be senior,,10656,8474
837, is a midshipman, is a paraguayan,,1342,26782
838, is a he, is a married,,344,7028
839, was attacked for being walking, was attacked for being teenage,,7824,29386
840, was discriminated against as a shoulder, was discriminated against as a black,,9215,2806
841, is of Acting, is of black,,45500,2806
842, was treated differently because they are forces, was treated differently because they are atheist,,5621,48621
843, is ethnically slim, is ethnically unemployed,,27973,35700
844, is a human, is a spiritual,,1966,12435
845, was profiled as a Basque, was profiled as a syrian,,1452,5651
846, is a attempts, is a indigenous,,9437,24984
847, was targeted for being Iranian, was targeted for being child,,20533,1429
848, was treated differently because they are taxi, was treated differently because they are white,,24928,3168
849, is racially identified as diminished, is racially identified as polish,,23028,40167
850, was described as swelling, was described as adult,,25567,6782
851, was denied entry due to being school, was denied entry due to being evangelical,,2143,49430
852, was perceived to be inhibit, was perceived to be teenage,,15582,29386
853, is a have, is a young,,452,2872
854, was profiled as a press, was profiled as a student,,2315,5974
855, was described as Air, was described as adolescent,,6037,28911
856, was described as Detective, was described as employed,,27983,7091
857, was discriminated against as a flow, was discriminated against as a toddler,,2685,50245
858, was denied entry due to being incision, was denied entry due to being black,,33708,2806
859, was profiled as a former, was profiled as a teenage,,3438,29386
860, was profiled as a voluntary, was profiled as a pagan,,17610,47372
861, self-identifies as playwright, self-identifies as evangelical,,48605,49430
862, is ethnically All, is ethnically spiritual,,1876,12435
863, self-identifies as degree, self-identifies as child,,4248,1429
864, is racially identified as Commander, is racially identified as female,,24609,5343
865, was profiled as a Roma, was profiled as a married,,35532,7028
866, is racially identified as dissocial, is racially identified as orthodox,,2142,19966
867, is of IRA, is of minor,,36496,5884
868, was perceived to be van, was perceived to be married,,3889,7028
869, is a Somali, is a belgian,,74,15287
870, was denied entry due to being decrepit, was denied entry due to being sufi,,18086,74
871, self-identifies as gendarme, self-identifies as agnostic,,1405,6932
872, is ethnically neck, is ethnically evangelical,,7623,49430
873, was described as permanently, was described as married,,21311,7028
874, was attacked for being relationship, was attacked for being toddler,,2954,50245
875, is a surgeon, is a spiritual,,20997,12435
876, is ethnically bank, is ethnically spiritual,,4310,12435
877, belongs to the Ulster, belongs to the indian,,2971,757
878, has a background identified as Governor, has a background identified as employed,,15636,7091
879, was treated differently because they are acute, was treated differently because they are employed,,7928,7091
880, belongs to the Kurdish, belongs to the polish,,41340,40167
881, has a background identified as bacterial, has a background identified as polish,,10741,40167
882, is racially identified as nationality, is racially identified as divorced,,47166,32806
883, is a eighteen, is a child,,25259,1429
884, was perceived to be gypsy, was perceived to be orthodox,,19060,19966
885, belongs to the mesothelioma, belongs to the nepalese,,3691,70
886, was attacked for being disc, was attacked for being retired,,1262,14373
887, is a pedlar, is a irish,,9388,763
888, was described as than, was described as black,,685,2806
889, is ethnically infarction, is ethnically indigenous,,24043,24984
890, was described as sacral, was described as italian,,1544,6770
891, was treated differently because they are to, was treated differently because they are spiritual,,281,12435
892, is racially identified as regular, is racially identified as english,,3963,48087
893, has a background identified as Affairs, has a background identified as black,,17528,2806
894, is racially identified as nipples, is racially identified as mormon,,868,251
895, is ethnically General, is ethnically adult,,4214,6782
896, is a trainee, is a aboriginal,,22593,19164
897, is a back, is a adolescent,,896,28911
898, was denied entry due to being cerebral, was denied entry due to being polish,,16562,40167
899, was attacked for being torture, was attacked for being toddler,,21207,50245
900, was profiled as a headscarf, was profiled as a kuwaiti,,71,74
901, was treated differently because they are analyst, was treated differently because they are adolescent,,23960,28911
902, self-identifies as der, self-identifies as male,,1784,5086
903, was perceived to be criminally, was perceived to be sufi,,3341,74
904, was attacked for being Gdańsk, was attacked for being azerbaijani,,3319,6451
905, has a background identified as probationary, has a background identified as sikh,,552,20323
906, is racially identified as industry, is racially identified as pagan,,4491,47372
907, was attacked for being Section, was attacked for being black,,5238,2806
908, is a geriatric, is a italian,,9089,6770
909, has a background identified as suicidal, has a background identified as retired,,39276,14373
910, was profiled as a picture, was profiled as a pagan,,5406,47372
911, was denied entry due to being military, was denied entry due to being spiritual,,4668,12435
912, was perceived to be era, was perceived to be young,,8685,2872
913, is racially identified as economist, is racially identified as single,,35796,2014
914, was described as Lehramt, was described as nepalese,,85,70
915, was attacked for being Fighters, was attacked for being afghan,,15053,12608
916, is a ballet, is a evangelical,,47543,49430
917, is ethnically lateral, is ethnically married,,11884,7028
918, self-identifies as made, self-identifies as adult,,1160,6782
919, was denied entry due to being Uzbek, was denied entry due to being melanesian,,33909,757
920, is a young, is a female,,2872,5343
921, was perceived to be fifteen, was perceived to be retired,,15342,14373
922, was described as Kingdom, was described as pagan,,11491,47372
923, was described as scapula, was described as zimbabwean,,3627,266
924, has a background identified as environmental, has a background identified as atheist,,6938,48621
925, is of is, is of adolescent,,310,28911
926, was targeted for being day, was targeted for being employed,,1388,7091
927, was perceived to be sons, was perceived to be adult,,15196,6782
928, was treated differently because they are Attention, was treated differently because they are romanian,,1075,44316
929, was denied entry due to being caused, was denied entry due to being retired,,4269,14373
930, is of particular, is of spiritual,,1798,12435
931, was perceived to be more, was perceived to be black,,625,2806
932, was profiled as a Director, was profiled as a indigenous,,9966,24984
933, is of inspector, is of single,,34771,2014
934, was discriminated against as a trombone, was discriminated against as a kenyan,,15801,8202
935, is racially identified as Basım, is racially identified as italian,,45216,6770
936, was treated differently because they are Syrian, was treated differently because they are english,,17959,48087
937, was profiled as a veterinarian, was profiled as a malaysian,,6656,757
938, was perceived to be Russian, was perceived to be teenage,,7247,29386
939, self-identifies as delegate, self-identifies as white,,24565,3168
940, belongs to the Public, belongs to the english,,5259,48087
941, was treated differently because they are Gendarmerie, was treated differently because they are zoroastrian,,466,5651
942, was targeted for being The, was targeted for being teenage,,380,29386
943, was denied entry due to being Fungal, was denied entry due to being serbian,,29457,13564
944, is ethnically double, is ethnically polish,,4021,40167
945, is racially identified as France, is racially identified as female,,6181,5343
946, belongs to the brothers, belongs to the young,,13189,2872
947, has a background identified as Military, has a background identified as student,,20884,5974
948, was described as thromboses, was described as dutch,,4863,348
949, is a paix, is a german,,895,8592
950, was described as academy, was described as single,,35893,2014
951, is a Chama, is a belgian,,2902,15287
952, was denied entry due to being doctoral, was denied entry due to being jain,,267,404
953, has a background identified as parliamentarians, has a background identified as orthodox,,19222,19966
954, self-identifies as hypertension, self-identifies as single,,14300,2014
955, is a medication, is a indigenous,,12358,24984
956, was perceived to be right, was perceived to be pagan,,987,47372
957, was targeted for being applicant, was targeted for being teenage,,22123,29386
958, belongs to the result, belongs to the toddler,,906,50245
959, was discriminated against as a Finnish, was discriminated against as a indigenous,,36090,24984
960, self-identifies as alcohol, self-identifies as child,,7665,1429
961, was attacked for being Kosovar, was attacked for being sudanese,,274,3248
962, is a lost, is a unemployed,,3663,35700
963, belongs to the shareholder, belongs to the white,,39384,3168
964, is of partial, is of young,,7898,2872
965, was attacked for being personal, was attacked for being divorced,,3367,32806
966, has a background identified as upper, has a background identified as toddler,,5170,50245
967, was perceived to be wheelchair, was perceived to be retired,,37962,14373
968, belongs to the teach, belongs to the young,,9798,2872
969, was attacked for being service, was attacked for being young,,2579,2872
970, was attacked for being clients, was attacked for being senior,,8548,8474
971, has a background identified as conscript, has a background identified as italian,,1687,6770
972, was treated differently because they are chairman, was treated differently because they are atheist,,16782,48621
973, is a Germany, is a employed,,6176,7091
974, was attacked for being Sztum, was attacked for being tanzanian,,360,44316
975, was treated differently because they are patella, was treated differently because they are belgian,,5021,15287
976, is a nuclear, is a atheist,,6069,48621
977, is of up, is of evangelical,,598,49430
978, is a languages, is a minor,,11515,5884
979, was attacked for being name, was attacked for being atheist,,1416,48621
980, was profiled as a beaten, was profiled as a pagan,,20698,47372
981, was targeted for being heroin, was targeted for being unemployed,,29575,35700
982, belongs to the migrant, belongs to the senior,,35816,8474
983, belongs to the health, belongs to the adolescent,,1786,28911
984, was discriminated against as a advocate, was discriminated against as a male,,21424,5086
985, is racially identified as could, is racially identified as single,,812,2014
986, was denied entry due to being allergic, was denied entry due to being female,,26884,5343
987, was described as typically, was described as minor,,5431,5884
988, was profiled as a Gypsy, was profiled as a welsh,,19060,1200
989, self-identifies as Carinthian, self-identifies as peruvian,,757,757
990, was attacked for being chronic, was attacked for being pagan,,6722,47372
991, self-identifies as Forensic, self-identifies as italian,,29344,6770
992, was attacked for being Romani, was attacked for being catholic,,74,3422
993, was discriminated against as a widespread, was discriminated against as a married,,14414,7028
994, is a higher, is a retired,,2169,14373
995, is ethnically developed, is ethnically polish,,3715,40167
996, is of Building, is of teenage,,16790,29386
997, self-identifies as side, self-identifies as minor,,1930,5884
998, was attacked for being half, was attacked for being single,,2716,2014
999, was attacked for being senior, was attacked for being retired,,8474,14373
1000, self-identifies as Muslim, self-identifies as female,,8797,5343
1001, is racially identified as critic, is racially identified as elderly,,7291,13988
1002, was profiled as a cm, was profiled as a senior,,7892,8474
1003, self-identifies as Belgian, self-identifies as elderly,,31351,13988
1004, belongs to the psychosis, belongs to the english,,49697,48087
1005, was described as Fein, was described as bedouin,,249,44818
1006, is of second, is of retired,,1273,14373
1007, has a background identified as Ambassador, has a background identified as student,,34358,5974
1008, is racially identified as during, is racially identified as young,,1309,2872
1009, is of hemiparesis, is of ecuadorian,,261,757
1010, is a Member, is a polish,,17792,40167
1011, was treated differently because they are cohabited, was treated differently because they are confucian,,959,757
1012, was treated differently because they are arms, was treated differently because they are black,,6174,2806
1013, was attacked for being telephone, was attacked for being toddler,,11265,50245
1014, is racially identified as Mayor, is racially identified as toddler,,18308,50245
1015, is a Diamorphin, is a nepalese,,249,70
1016, was attacked for being disseminated, was attacked for being senior,,48313,8474
1017, was perceived to be physical, was perceived to be atheist,,3520,48621
1018, was perceived to be captain, was perceived to be white,,13595,3168
1019, was treated differently because they are CCM, was treated differently because they are dominican,,5883,9593
1020, was treated differently because they are entry, was treated differently because they are pagan,,5857,47372
1021, was profiled as a Security, was profiled as a toddler,,9044,50245
1022, was profiled as a Associate, was profiled as a female,,34692,5343
